"ID","lista_anterior","familia","especie","categoria","componente"
1630,"sim","Lamiaceae","Cyanocephalus apertiflorus","VU","Flora"
1631,"sim","Lamiaceae","Cyanocephalus caprariifolius","EN","Flora"
1632,"sim","Lamiaceae","Cyanocephalus delicatulus","EN","Flora"
1633,"sim","Lamiaceae","Cyanocephalus digitatus","EN","Flora"
1634,"sim","Lamiaceae","Cyanocephalus tagetifolius","EN","Flora"
1635,"sim","Lamiaceae","Cyanocephalus viaticus","EN","Flora"
1636,"sim","Lamiaceae","Eriope anamariae","EN","Flora"
1637,"sim","Lamiaceae","Eriope blanchetii","VU","Flora"
1638,"sim","Lamiaceae","Eriope cristalinae","CR","Flora"
1639,"sim","Lamiaceae","Eriope luetzelburgii","VU","Flora"
1640,"sim","Lamiaceae","Eriope machrisae","EN","Flora"
1641,"sim","Lamiaceae","Eriope obovata var. gracilis","EN","Flora"
1642,"sim","Lamiaceae","Hesperozygis ringens","VU","Flora"
1643,"sim","Lamiaceae","Hypenia aristulata","CR","Flora"
1644,"sim","Lamiaceae","Hypenia crispata","EN","Flora"
1645,"sim","Lamiaceae","Hypenia micrantha","EN","Flora"
1646,"sim","Lamiaceae","Hypenia subrosea","EN","Flora"
1647,"sim","Lamiaceae","Hyptidendron claussenii","EN","Flora"
1648,"sim","Lamiaceae","Hyptidendron conspersum","EN","Flora"
1649,"nao","Lamiaceae","Hyptidendron leucophyllum","VU","Flora"
1650,"nao","Lamiaceae","Hyptidendron roseum","CR","Flora"
1651,"sim","Lamiaceae","Hyptis alpestris","EN","Flora"
1652,"sim","Lamiaceae","Hyptis angustifolia","EN","Flora"
1653,"sim","Lamiaceae","Hyptis arenaria","VU","Flora"
1654,"sim","Lamiaceae","Hyptis bahiensis","EN","Flora"
1655,"sim","Lamiaceae","Hyptis colligata","EN","Flora"
1656,"sim","Lamiaceae","Hyptis cruciformis","EN","Flora"
1657,"sim","Lamiaceae","Hyptis frondosa","VU","Flora"
1658,"sim","Lamiaceae","Hyptis hamatidens","VU","Flora"
1659,"sim","Lamiaceae","Hyptis imbricatiformis","EN","Flora"
1660,"sim","Lamiaceae","Hyptis penaeoides","EN","Flora"
1661,"sim","Lamiaceae","Hyptis rhypidiophylla","EN","Flora"
1662,"sim","Lamiaceae","Leptohyptis pinheiroi","EN","Flora"
1663,"sim","Lamiaceae","Martianthus sancti-gabrielii","EN","Flora"
1664,"sim","Lamiaceae","Medusantha carvalhoi","VU","Flora"
1665,"sim","Lamiaceae","Oocephalus piranii","EN","Flora"
1666,"nao","Lamiaceae","Salvia benthamiana","EN","Flora"
1667,"nao","Lamiaceae","Salvia longibracteolata","CR","Flora"
1668,"nao","Lamiaceae","Salvia rivularis","VU","Flora"
1669,"nao","Lamiaceae","Vitex hypoleuca","EN","Flora"
1670,"nao","Lamiaceae","Vitex martii","VU","Flora"
1671,"nao","Lamiaceae","Vitex snethlagiana","CR","Flora"
1672,"nao","Lamiaceae","Vitex vauthieri","EN","Flora"
1673,"sim","Lauraceae","Aiouea bracteata","EN","Flora"
1674,"sim","Lauraceae","Aniba ferrea","EN","Flora"
1675,"sim","Lauraceae","Aniba rosiodora","EN","Flora"
1676,"sim","Lauraceae","Aniba santalodora","EN","Flora"
1677,"nao","Lauraceae","Beilschmiedia angustifolia","EN","Flora"
1678,"nao","Lauraceae","Beilschmiedia fluminensis","EN","Flora"
1679,"sim","Lauraceae","Beilschmiedia rigida","EN","Flora"
1680,"nao","Lauraceae","Beilschmiedia vestita","CR","Flora"
1681,"sim","Lauraceae","Cinnamomum erythropus","EN","Flora"
1682,"sim","Lauraceae","Cinnamomum hatschbachii","EN","Flora"
1683,"sim","Lauraceae","Cinnamomum quadrangulum","VU","Flora"
1684,"nao","Lauraceae","Cryptocarya botelhensis","EN","Flora"
1685,"nao","Lauraceae","Cryptocarya citriformis","EN","Flora"
1686,"nao","Lauraceae","Cryptocarya sellowiana","CR","Flora"
1687,"nao","Lauraceae","Cryptocarya velloziana","EN","Flora"
1688,"nao","Lauraceae","Cryptocarya wiedensis","CR","Flora"
1689,"sim","Lauraceae","Dicypellium caryophyllaceum","CR","Flora"
1690,"nao","Lauraceae","Dicypellium manausense","CR","Flora"
1691,"nao","Lauraceae","Endlicheria coriacea","EN","Flora"
1692,"nao","Lauraceae","Endlicheria lhotzkyi","VU","Flora"
1693,"nao","Lauraceae","Mezilaurus decurrens","EN","Flora"
1694,"nao","Lauraceae","Mezilaurus duckei","EN","Flora"
1695,"nao","Lauraceae","Mezilaurus glabriantha","CR","Flora"
1696,"sim","Lauraceae","Mezilaurus itauba","VU","Flora"
1697,"nao","Lauraceae","Mezilaurus micrantha","EN","Flora"
1698,"nao","Lauraceae","Mezilaurus microphylla","CR","Flora"
1699,"sim","Lauraceae","Mezilaurus navalium","CR","Flora"
1700,"nao","Lauraceae","Mezilaurus vanderwerffii","VU","Flora"
1701,"sim","Lauraceae","Nectandra barbellata","EN","Flora"
1702,"sim","Lauraceae","Nectandra grisea","VU","Flora"
1703,"sim","Lauraceae","Nectandra paranaensis","EN","Flora"
1704,"nao","Lauraceae","Ocotea adamantina","EN","Flora"
1705,"nao","Lauraceae","Ocotea arenicola","VU","Flora"
1706,"sim","Lauraceae","Ocotea basicordatifolia","EN","Flora"
1707,"sim","Lauraceae","Ocotea beulahiae","VU","Flora"
1708,"sim","Lauraceae","Ocotea beyrichii","VU","Flora"
1709,"sim","Lauraceae","Ocotea bragai","EN","Flora"
1710,"nao","Lauraceae","Ocotea calliscypha","EN","Flora"
1711,"sim","Lauraceae","Ocotea catharinensis","VU","Flora"
1712,"nao","Lauraceae","Ocotea ciliata","EN","Flora"
1713,"nao","Lauraceae","Ocotea citrosmoides","VU","Flora"
1714,"sim","Lauraceae","Ocotea cryptocarpa","EN","Flora"
1715,"nao","Lauraceae","Ocotea douradensis","EN","Flora"
1716,"nao","Lauraceae","Ocotea duplocolorata","CR","Flora"
1717,"nao","Lauraceae","Ocotea estrellensis","EN","Flora"
1718,"sim","Lauraceae","Ocotea felix","EN","Flora"
1719,"nao","Lauraceae","Ocotea fragrantissima","EN","Flora"
1720,"nao","Lauraceae","Ocotea grandifructa","CR","Flora"
1721,"nao","Lauraceae","Ocotea hypoglauca","CR","Flora"
1722,"nao","Lauraceae","Ocotea itatiaiae","EN","Flora"
1723,"nao","Lauraceae","Ocotea kostermanniana","EN","Flora"
1724,"nao","Lauraceae","Ocotea marcescens","EN","Flora"
1725,"nao","Lauraceae","Ocotea marumbiensis","EN","Flora"
1726,"sim","Lauraceae","Ocotea mosenii","VU","Flora"
1727,"nao","Lauraceae","Ocotea odorata","EN","Flora"
1728,"sim","Lauraceae","Ocotea odorifera","EN","Flora"
1729,"nao","Lauraceae","Ocotea paranaensis","EN","Flora"
1730,"nao","Lauraceae","Ocotea pluridomatiata","EN","Flora"
1731,"sim","Lauraceae","Ocotea porosa","EN","Flora"
1732,"nao","Lauraceae","Ocotea ramosissima","EN","Flora"
1733,"nao","Lauraceae","Ocotea revolutifolia","EN","Flora"
1734,"nao","Lauraceae","Ocotea rohweri","EN","Flora"
1735,"nao","Lauraceae","Ocotea schwackeana","EN","Flora"
1736,"sim","Lauraceae","Ocotea serrana","EN","Flora"
1737,"nao","Lauraceae","Ocotea sperata","CR","Flora"
1738,"nao","Lauraceae","Ocotea sulcata","VU","Flora"
1739,"sim","Lauraceae","Ocotea tabacifolia","EN","Flora"
1740,"nao","Lauraceae","Ocotea thinicola","CR","Flora"
1741,"nao","Lauraceae","Ocotea vegrandis","VU","Flora"
1742,"nao","Lauraceae","Ocotea virgultosa","EN","Flora"
1743,"nao","Lauraceae","Persea fusca","EN","Flora"
1744,"sim","Lauraceae","Persea glabra","EN","Flora"
1745,"nao","Lauraceae","Persea microphylla","VU","Flora"
1746,"sim","Lauraceae","Persea obovata","CR","Flora"
1747,"sim","Lauraceae","Persea pedunculosa","EN","Flora"
1748,"nao","Lauraceae","Pleurothyrium amplifolium","CR","Flora"
1749,"nao","Lauraceae","Pleurothyrium prancei","VU","Flora"
1750,"nao","Lauraceae","Rhodostemonodaphne anomala","EN","Flora"
1751,"sim","Lauraceae","Rhodostemonodaphne capixabensis","EN","Flora"
1752,"sim","Lauraceae","Rhodostemonodaphne parvifolia","VU","Flora"
1753,"sim","Lauraceae","Rhodostemonodaphne recurva","VU","Flora"
1754,"sim","Lauraceae","Urbanodendron bahiense","EN","Flora"
1755,"sim","Lauraceae","Williamodendron cinnamomeum","CR","Flora"
1756,"sim","Lecythidaceae","Bertholletia excelsa","VU","Flora"
1757,"sim","Lecythidaceae","Cariniana ianeirensis","EN","Flora"
1758,"sim","Lecythidaceae","Cariniana legalis","EN","Flora"
1759,"sim","Lecythidaceae","Cariniana parvifolia","EN","Flora"
1760,"sim","Lecythidaceae","Couratari asterotricha","EN","Flora"
1761,"sim","Lecythidaceae","Couratari pyramidata","EN","Flora"
1762,"sim","Lecythidaceae","Eschweilera alvimii","EN","Flora"
1763,"nao","Lecythidaceae","Eschweilera complanata","EN","Flora"
1764,"sim","Lecythidaceae","Eschweilera compressa","EN","Flora"
1765,"nao","Lecythidaceae","Eschweilera mattos-silvae","VU","Flora"
1766,"nao","Lecythidaceae","Eschweilera rankiniae","EN","Flora"
1767,"nao","Lecythidaceae","Eschweilera romeu-cardosoi","EN","Flora"
1768,"nao","Lecythidaceae","Eschweilera sphaerocarpa","CR","Flora"
1769,"sim","Lecythidaceae","Eschweilera subcordata","CR","Flora"
1770,"sim","Lecythidaceae","Eschweilera tetrapetala","EN","Flora"
1771,"nao","Lecythidaceae","Gustavia longifolia","EN","Flora"
1772,"sim","Lecythidaceae","Lecythis schwackei","CR","Flora"
1773,"sim","Lejeuneaceae","Blepharolejeunea securifolia","EN","Flora"
1774,"sim","Lejeuneaceae","Bromeliophila natans","EN","Flora"
1775,"sim","Lejeuneaceae","Drepanolejeunea aculeata","EN","Flora"
1776,"sim","Lejeuneaceae","Myriocoleopsis fluviatilis","VU","Flora"
1777,"sim","Lentibulariaceae","Genlisea lobata","EN","Flora"
1778,"nao","Lentibulariaceae","Utricularia geminiloba","VU","Flora"
1779,"sim","Lentibulariaceae","Utricularia tridentata","VU","Flora"
1780,"sim","Lepidoziaceae","Paracromastigum dusenii","EN","Flora"
1781,"sim","Linaceae","Linum smithii","EN","Flora"
1782,"sim","Loasaceae","Aosa uleana","CR","Flora"
1783,"sim","Loganiaceae","Spigelia amplexicaulis","EN","Flora"
1784,"sim","Loganiaceae","Spigelia cipoensis","CR","Flora"
1785,"sim","Loganiaceae","Spigelia flava","VU","Flora"
1786,"sim","Loganiaceae","Spigelia kuhlmannii","EN","Flora"
1787,"sim","Loganiaceae","Spigelia lundiana","EN","Flora"
1788,"sim","Loganiaceae","Spigelia vestita","EN","Flora"
1789,"nao","Loganiaceae","Strychnos dantaensis","CR","Flora"
1790,"nao","Loganiaceae","Strychnos jacarepiensis","CR","Flora"
1791,"sim","Lycopodiaceae","Diphasium jussiaei","EN","Flora"
1792,"sim","Lycopodiaceae","Palhinhaea bradei","EN","Flora"
1793,"sim","Lycopodiaceae","Phlegmariurus aqualupianus","EN","Flora"
1794,"sim","Lycopodiaceae","Phlegmariurus christii","EN","Flora"
1795,"sim","Lycopodiaceae","Phlegmariurus hemleri","CR","Flora"
1796,"sim","Lycopodiaceae","Phlegmariurus itambensis","EN","Flora"
1797,"sim","Lycopodiaceae","Phlegmariurus martii","EN","Flora"
1798,"sim","Lycopodiaceae","Phlegmariurus mollicomus","EN","Flora"
1799,"sim","Lycopodiaceae","Phlegmariurus mooreanus","EN","Flora"
1800,"sim","Lycopodiaceae","Phlegmariurus nudus","EN","Flora"
1801,"sim","Lycopodiaceae","Phlegmariurus regnellii","CR","Flora"
1802,"sim","Lycopodiaceae","Phlegmariurus ruber","CR","Flora"
1803,"sim","Lycopodiaceae","Phlegmariurus sellowianus","VU","Flora"
1804,"sim","Lycopodiaceae","Phlegmariurus taxifolius","EN","Flora"
1805,"sim","Lycopodiaceae","Phlegmariurus treitubensis","CR","Flora"
1806,"sim","Lythraceae","Cuphea adenophylla","CR","Flora"
1807,"sim","Lythraceae","Cuphea arenarioides","VU","Flora"
1808,"sim","Lythraceae","Cuphea bahiensis","EN","Flora"
1809,"sim","Lythraceae","Cuphea cipoensis","EN","Flora"
1810,"sim","Lythraceae","Cuphea cuiabensis","EN","Flora"
1811,"sim","Lythraceae","Cuphea glaziovii","EN","Flora"
1812,"sim","Lythraceae","Cuphea lindmaniana","EN","Flora"
1813,"sim","Lythraceae","Cuphea rubrovirens","CR","Flora"
1814,"sim","Lythraceae","Cuphea teleandra","CR","Flora"
1815,"sim","Lythraceae","Diplusodon aggregatifolius","EN","Flora"
1816,"sim","Lythraceae","Diplusodon argyrophyllus","CR","Flora"
1817,"sim","Lythraceae","Diplusodon ericoides","CR","Flora"
1818,"sim","Lythraceae","Diplusodon glaziovii","CR","Flora"
1819,"sim","Lythraceae","Diplusodon gracilis","CR","Flora"
1820,"sim","Lythraceae","Diplusodon hatschbachii","VU","Flora"
1821,"sim","Lythraceae","Diplusodon minasensis","EN","Flora"
1822,"sim","Lythraceae","Diplusodon orbicularis","VU","Flora"
1823,"sim","Lythraceae","Diplusodon ovatus","EN","Flora"
1824,"sim","Lythraceae","Diplusodon panniculatus","CR","Flora"
1825,"sim","Lythraceae","Diplusodon retroimbricatus","CR","Flora"
1826,"sim","Lythraceae","Diplusodon villosissimus","VU","Flora"
1827,"nao","Lythraceae","Lafoensia glyptocarpa","EN","Flora"
1828,"sim","Lythraceae","Lafoensia nummularifolia","VU","Flora"
1829,"nao","Malpighiaceae","Acmanthera cowanii","VU","Flora"
1830,"nao","Malpighiaceae","Acmanthera fernandesii","CR","Flora"
1831,"nao","Malpighiaceae","Acmanthera latifolia","VU","Flora"
1832,"nao","Malpighiaceae","Acmanthera longifolia","CR","Flora"
1833,"nao","Malpighiaceae","Acmanthera parviflora","EN","Flora"
1834,"sim","Malpighiaceae","Banisteriopsis andersonii","VU","Flora"
1835,"nao","Malpighiaceae","Banisteriopsis arborea","EN","Flora"
1836,"sim","Malpighiaceae","Banisteriopsis basifixa","VU","Flora"
1837,"sim","Malpighiaceae","Banisteriopsis cipoensis","EN","Flora"
1838,"sim","Malpighiaceae","Banisteriopsis hatschbachii","EN","Flora"
1839,"sim","Malpighiaceae","Banisteriopsis hirsuta","EN","Flora"
1840,"sim","Malpighiaceae","Banisteriopsis magdalenensis","CR","Flora"
1841,"sim","Malpighiaceae","Banisteriopsis pseudojanusia","CR","Flora"
1842,"sim","Malpighiaceae","Banisteriopsis sellowiana","VU","Flora"
1843,"sim","Malpighiaceae","Bunchosia itacarensis","CR","Flora"
1844,"sim","Malpighiaceae","Bunchosia pernambucana","EN","Flora"
1845,"sim","Malpighiaceae","Byrsonima alvimii","EN","Flora"
1846,"sim","Malpighiaceae","Byrsonima brachybotrya","VU","Flora"
1847,"sim","Malpighiaceae","Byrsonima cipoensis","EN","Flora"
1848,"sim","Malpighiaceae","Byrsonima fonsecae","EN","Flora"
1849,"nao","Malpighiaceae","Byrsonima frondosa","EN","Flora"
1850,"nao","Malpighiaceae","Byrsonima hirsuta","EN","Flora"
1851,"sim","Malpighiaceae","Byrsonima lanulosa","EN","Flora"
1852,"nao","Malpighiaceae","Byrsonima martiana","CR","Flora"
1853,"sim","Malpighiaceae","Byrsonima microphylla","EN","Flora"
1854,"nao","Malpighiaceae","Byrsonima minarum","EN","Flora"
1855,"sim","Malpighiaceae","Byrsonima onishiana","EN","Flora"
1856,"nao","Malpighiaceae","Byrsonima rodriguesii","EN","Flora"
1857,"nao","Malpighiaceae","Byrsonima souzae","EN","Flora"
1858,"nao","Malpighiaceae","Byrsonima spinensis","EN","Flora"
1859,"nao","Malpighiaceae","Byrsonima vernicosa","VU","Flora"
1860,"sim","Malpighiaceae","Camarea elongata","VU","Flora"
1861,"sim","Malpighiaceae","Camarea humifusa","EN","Flora"
1862,"sim","Malpighiaceae","Camarea linearifolia","CR","Flora"
1863,"sim","Malpighiaceae","Diplopterys sepium","EN","Flora"
1864,"sim","Malpighiaceae","Heladena multiflora","EN","Flora"
1865,"sim","Malpighiaceae","Heteropterys admirabilis","EN","Flora"
1866,"sim","Malpighiaceae","Heteropterys aliciae","CR","Flora"
1867,"sim","Malpighiaceae","Heteropterys bahiensis","CR","Flora"
1868,"sim","Malpighiaceae","Heteropterys brasiliensis","EN","Flora"
1869,"sim","Malpighiaceae","Heteropterys bullata","EN","Flora"
1870,"sim","Malpighiaceae","Heteropterys capixaba","EN","Flora"
1871,"sim","Malpighiaceae","Heteropterys conformis","CR","Flora"
1872,"sim","Malpighiaceae","Heteropterys crinigera","VU","Flora"
1873,"sim","Malpighiaceae","Heteropterys dusenii","VU","Flora"
1874,"sim","Malpighiaceae","Heteropterys fragilis","EN","Flora"
1875,"sim","Malpighiaceae","Heteropterys hatschbachii","CR","Flora"
1876,"sim","Malpighiaceae","Heteropterys marginata","EN","Flora"
1877,"sim","Malpighiaceae","Heteropterys megaptera","EN","Flora"
1878,"sim","Malpighiaceae","Heteropterys oberdanii","VU","Flora"
1879,"sim","Malpighiaceae","Heteropterys sanctorum","CR","Flora"
1880,"nao","Malpighiaceae","Heteropterys sincorensis","EN","Flora"
1881,"sim","Malpighiaceae","Heteropterys ternstroemiifolia","EN","Flora"
1882,"sim","Malpighiaceae","Heteropterys thyrsoidea","EN","Flora"
1883,"sim","Malpighiaceae","Hiraea bullata","VU","Flora"
1884,"nao","Malpighiaceae","Janusia diminuta","CR","Flora"
1885,"sim","Malpighiaceae","Janusia linearifolia","VU","Flora"
1886,"sim","Malpighiaceae","Janusia occhionii","EN","Flora"
1887,"sim","Malpighiaceae","Janusia schwannioides","EN","Flora"
1888,"nao","Malpighiaceae","Lophanthera pendula","EN","Flora"
1889,"sim","Malpighiaceae","Mezia araujoi","EN","Flora"
1890,"sim","Malpighiaceae","Peixotoa adenopoda","EN","Flora"
1891,"sim","Malpighiaceae","Peixotoa andersonii","CR","Flora"
1892,"sim","Malpighiaceae","Peixotoa bahiana","CR","Flora"
1893,"sim","Malpighiaceae","Peixotoa barnebyi","EN","Flora"
1894,"sim","Malpighiaceae","Peixotoa catarinensis","EN","Flora"
1895,"sim","Malpighiaceae","Peixotoa cipoana","EN","Flora"
1896,"sim","Malpighiaceae","Peixotoa psilophylla","VU","Flora"
1897,"nao","Malpighiaceae","Pterandra evansii","VU","Flora"
1898,"nao","Malpighiaceae","Stigmaphyllon affine","VU","Flora"
1899,"sim","Malpighiaceae","Stigmaphyllon bradei","CR","Flora"
1900,"sim","Malpighiaceae","Stigmaphyllon carautae","CR","Flora"
1901,"sim","Malpighiaceae","Stigmaphyllon crenatum","EN","Flora"
1902,"sim","Malpighiaceae","Stigmaphyllon glabrum","CR","Flora"
1903,"sim","Malpighiaceae","Stigmaphyllon harleyi","EN","Flora"
1904,"sim","Malpighiaceae","Stigmaphyllon macedoanum","CR","Flora"
1905,"sim","Malpighiaceae","Stigmaphyllon matogrossense","CR","Flora"
1906,"sim","Malpighiaceae","Stigmaphyllon vitifolium","CR","Flora"
1907,"sim","Malpighiaceae","Thryallis laburnum","VU","Flora"
1908,"sim","Malpighiaceae","Thryallis parviflora","EN","Flora"
1909,"sim","Malvaceae","Abutilon anodoides","EN","Flora"
1910,"nao","Malvaceae","Abutilon esculentum","EN","Flora"
1911,"nao","Malvaceae","Abutilon macrophyllum","CR","Flora"
1912,"sim","Malvaceae","Abutilon nigricans","CR","Flora"
1913,"nao","Malvaceae","Apeiba trombetensis","CR","Flora"
1914,"nao","Malvaceae","Bastardiopsis grewiifolia","CR","Flora"
1915,"nao","Malvaceae","Callianthe bezerrae","EN","Flora"
1916,"nao","Malvaceae","Callianthe latipetala","EN","Flora"
1917,"nao","Malvaceae","Callianthe sellowiana","EN","Flora"
1918,"sim","Malvaceae","Calyculogygas uruguayensis","EN","Flora"
1919,"sim","Malvaceae","Calyptraemalva catharinensis","EN","Flora"
1920,"nao","Malvaceae","Catostemma albuquerquei","EN","Flora"
1921,"nao","Malvaceae","Ceiba crispiflora","EN","Flora"
1922,"nao","Malvaceae","Ceiba rubriflora","EN","Flora"
1923,"nao","Malvaceae","Christiana macrodon","EN","Flora"
1924,"nao","Malvaceae","Eriotheca bahiensis","EN","Flora"
1925,"nao","Malvaceae","Eriotheca dolichopoda","VU","Flora"
1926,"nao","Malvaceae","Eriotheca longipedicellata","VU","Flora"
1927,"nao","Malvaceae","Eriotheca longipes","EN","Flora"
1928,"nao","Malvaceae","Eriotheca parvifolia","EN","Flora"
1929,"nao","Malvaceae","Eriotheca saxicola","CR","Flora"
1930,"nao","Malvaceae","Gaya gaudichaudiana","EN","Flora"
1931,"nao","Malvaceae","Gossypium mustelinum","EN","Flora"
1932,"nao","Malvaceae","Hibiscus peterianus","EN","Flora"
1933,"sim","Malvaceae","Hochreutinera hasslerana","EN","Flora"
1934,"nao","Malvaceae","Mollia nitida","VU","Flora"
1935,"sim","Malvaceae","Monteiroa smithii","EN","Flora"
1936,"nao","Malvaceae","Pachira calophylla","EN","Flora"
1937,"nao","Malvaceae","Pachira moreirae","CR","Flora"
1938,"nao","Malvaceae","Pachira tocantina","EN","Flora"
1939,"sim","Malvaceae","Pavonia almasana","EN","Flora"
1940,"nao","Malvaceae","Pavonia cauliflora","CR","Flora"
1941,"nao","Malvaceae","Pavonia ciliata","CR","Flora"
1942,"nao","Malvaceae","Pavonia crassipedicellata","EN","Flora"
1943,"nao","Malvaceae","Pavonia crispa","CR","Flora"
1944,"nao","Malvaceae","Pavonia ducke-limae","CR","Flora"
1945,"nao","Malvaceae","Pavonia gerleniae","CR","Flora"
1946,"nao","Malvaceae","Pavonia goetheoides","EN","Flora"
1947,"sim","Malvaceae","Pavonia grazielae","VU","Flora"
1948,"sim","Malvaceae","Pavonia hatschbachii","EN","Flora"
1949,"nao","Malvaceae","Pavonia macrobracteolata","CR","Flora"
1950,"nao","Malvaceae","Pavonia morii","EN","Flora"
1951,"nao","Malvaceae","Pavonia sancti","CR","Flora"
1952,"nao","Malvaceae","Pavonia semiserrata","EN","Flora"
1953,"nao","Malvaceae","Pavonia spectabilis","CR","Flora"
1954,"sim","Malvaceae","Pavonia spiciformis","EN","Flora"
1955,"nao","Malvaceae","Pavonia stipularis","CR","Flora"
1956,"nao","Malvaceae","Pseudobombax calcicola","EN","Flora"
1957,"nao","Malvaceae","Pseudobombax petropolitanum","EN","Flora"
1958,"nao","Malvaceae","Quararibea angustifolia","EN","Flora"
1959,"nao","Malvaceae","Waltheria polyantha","CR","Flora"
1960,"nao","Marantaceae","Goeppertia dorothyae","CR","Flora"
1961,"nao","Marantaceae","Goeppertia fatimae","VU","Flora"
1962,"nao","Marantaceae","Goeppertia reginae","CR","Flora"
1963,"nao","Marantaceae","Goeppertia sphaerocephala","EN","Flora"
1964,"sim","Marantaceae","Goeppertia tuberosa","EN","Flora"
1965,"sim","Marantaceae","Goeppertia widgrenii","EN","Flora"
1966,"sim","Marantaceae","Ischnosiphon ovatus","EN","Flora"
1967,"sim","Marantaceae","Saranthe composita","VU","Flora"
1968,"nao","Marcgraviaceae","Marcgravia comosa","EN","Flora"
1969,"sim","Marchantiaceae","Marchantia berteroana","EN","Flora"
1970,"sim","Marsileaceae","Regnellidium diphyllum","VU","Flora"
1971,"nao","Melastomataceae","Bellucia nigricans","VU","Flora"
1972,"sim","Melastomataceae","Bertolonia angustifolia","CR","Flora"
1973,"sim","Melastomataceae","Bertolonia formosa","CR","Flora"
1974,"sim","Melastomataceae","Bertolonia foveolata","EN","Flora"
1975,"sim","Melastomataceae","Bertolonia hoehneana","CR","Flora"
1976,"sim","Melastomataceae","Bertolonia leuzeana","EN","Flora"
1977,"nao","Melastomataceae","Bertolonia organensis","CR","Flora"
1978,"sim","Melastomataceae","Bertolonia paranaensis","EN","Flora"
1979,"nao","Melastomataceae","Bertolonia valenteana","CR","Flora"
1980,"sim","Melastomataceae","Cambessedesia atropurpurea","VU","Flora"
1981,"sim","Melastomataceae","Cambessedesia gracilis","EN","Flora"
1982,"sim","Melastomataceae","Cambessedesia hermogenesii","EN","Flora"
1983,"sim","Melastomataceae","Cambessedesia weddellii","VU","Flora"
1984,"sim","Melastomataceae","Cambessedesia wurdackii","VU","Flora"
1985,"sim","Melastomataceae","Eriocnema acaulis","EN","Flora"
1986,"sim","Melastomataceae","Huberia carvalhoi","EN","Flora"
1987,"nao","Melastomataceae","Huberia cordifolia","EN","Flora"
1988,"nao","Melastomataceae","Huberia corymbosa","EN","Flora"
1989,"nao","Melastomataceae","Huberia edmundoi","CR","Flora"
1990,"sim","Melastomataceae","Huberia espiritosantensis","VU","Flora"
1991,"nao","Melastomataceae","Huberia glazioviana","EN","Flora"
1992,"nao","Melastomataceae","Huberia hirsuta","VU","Flora"
1993,"nao","Melastomataceae","Huberia huberioides","EN","Flora"
1994,"nao","Melastomataceae","Huberia limae","VU","Flora"
1995,"nao","Melastomataceae","Huberia magdalenensis","VU","Flora"
1996,"nao","Melastomataceae","Huberia minor","EN","Flora"
1997,"nao","Melastomataceae","Huberia mourae","VU","Flora"
1998,"nao","Melastomataceae","Huberia organensis","EN","Flora"
1999,"nao","Melastomataceae","Huberia piranii","EN","Flora"
2000,"sim","Melastomataceae","Lavoisiera cordata","VU","Flora"
2001,"nao","Melastomataceae","Lavoisiera nervulosa","EN","Flora"
2002,"nao","Melastomataceae","Leandra alpestris","VU","Flora"
2003,"nao","Melastomataceae","Leandra altomacaensis","CR","Flora"
2004,"nao","Melastomataceae","Leandra atroviridis","EN","Flora"
2005,"nao","Melastomataceae","Leandra breviflora","EN","Flora"
2006,"nao","Melastomataceae","Leandra chaetocalyx","VU","Flora"
2007,"nao","Melastomataceae","Leandra cogniauxii","EN","Flora"
2008,"nao","Melastomataceae","Leandra dentata","EN","Flora"
2009,"nao","Melastomataceae","Leandra fallacissima","EN","Flora"
2010,"sim","Melastomataceae","Leandra hatschbachii","EN","Flora"
2011,"nao","Melastomataceae","Leandra loligomorpha","CR","Flora"
2012,"nao","Melastomataceae","Leandra magdalenensis","EN","Flora"
2013,"nao","Melastomataceae","Leandra mollis","EN","Flora"
2014,"nao","Melastomataceae","Leandra mourae","CR","Flora"
2015,"nao","Melastomataceae","Leandra multisetosa","VU","Flora"
2016,"nao","Melastomataceae","Leandra niangaeformis","EN","Flora"
2017,"nao","Melastomataceae","Leandra organensis","EN","Flora"
2018,"nao","Melastomataceae","Leandra pennipilis","EN","Flora"
2019,"nao","Melastomataceae","Leandra rubida","VU","Flora"
2020,"nao","Melastomataceae","Leandra sphaerocarpa","VU","Flora"
2021,"nao","Melastomataceae","Leandra xantholasia","EN","Flora"
2022,"nao","Melastomataceae","Macairea cuieirasii","EN","Flora"
2023,"sim","Melastomataceae","Marcetia alba","CR","Flora"
2024,"sim","Melastomataceae","Marcetia bahiana","EN","Flora"
2025,"sim","Melastomataceae","Marcetia formosa","EN","Flora"
2026,"sim","Melastomataceae","Marcetia hatschbachii","EN","Flora"
2027,"sim","Melastomataceae","Marcetia luetzelburgii","EN","Flora"
2028,"sim","Melastomataceae","Marcetia lychnophoroides","EN","Flora"
2029,"sim","Melastomataceae","Marcetia nummularia","EN","Flora"
2030,"sim","Melastomataceae","Marcetia oxycoccoides","EN","Flora"
2031,"sim","Melastomataceae","Marcetia semiriana","EN","Flora"
2032,"sim","Melastomataceae","Marcetia shepherdii","EN","Flora"
2033,"sim","Melastomataceae","Marcetia viscida","VU","Flora"
2034,"sim","Melastomataceae","Meriania calophylla","EN","Flora"
2035,"nao","Melastomataceae","Meriania calyptrata","EN","Flora"
2036,"nao","Melastomataceae","Meriania excelsa","CR","Flora"
