"ID","lista_anterior","familia","especie","categoria","componente"
1151,"sim","Cyperaceae","Bulbostylis nesiotis","VU","Flora"
1152,"sim","Cyperaceae","Bulbostylis smithii","EN","Flora"
1153,"sim","Cyperaceae","Cyperus appendiculatus var. atlanticus","VU","Flora"
1154,"sim","Cyperaceae","Hypolytrum amorimii","CR","Flora"
1155,"sim","Cyperaceae","Hypolytrum bahiense","EN","Flora"
1156,"nao","Cyperaceae","Hypolytrum glaziovii","CR","Flora"
1157,"sim","Cyperaceae","Hypolytrum lucennoi","VU","Flora"
1158,"sim","Cyperaceae","Hypolytrum paraense","EN","Flora"
1159,"sim","Cyperaceae","Lagenocarpus bracteosus","EN","Flora"
1160,"sim","Cyperaceae","Rhynchospora pilulifera","CR","Flora"
1161,"sim","Cyperaceae","Scleria balansae","VU","Flora"
1162,"sim","Cyperaceae","Trilepis tenuis","CR","Flora"
1163,"sim","Dichapetalaceae","Stephanopodium engleri","EN","Flora"
1164,"nao","Dichapetalaceae","Stephanopodium estrellense","EN","Flora"
1165,"nao","Dichapetalaceae","Stephanopodium gracile","VU","Flora"
1166,"sim","Dichapetalaceae","Stephanopodium magnifolium","EN","Flora"
1167,"nao","Dichapetalaceae","Stephanopodium sessile","EN","Flora"
1168,"nao","Dichapetalaceae","Tapura follii","CR","Flora"
1169,"nao","Dichapetalaceae","Tapura wurdackiana","EN","Flora"
1170,"sim","Dicksoniaceae","Dicksonia sellowiana","EN","Flora"
1171,"sim","Dicranaceae","Atractylocarpus brasiliensis","EN","Flora"
1172,"sim","Dicranaceae","Atractylocarpus longisetus","EN","Flora"
1173,"sim","Dicranaceae","Campylopus densicoma","EN","Flora"
1174,"sim","Dilleniaceae","Davilla glaziovii","EN","Flora"
1175,"sim","Dilleniaceae","Davilla macrocarpa","VU","Flora"
1176,"sim","Dilleniaceae","Doliocarpus lancifolius","EN","Flora"
1177,"sim","Dioscoreaceae","Dioscorea asperula","VU","Flora"
1178,"nao","Dioscoreaceae","Dioscorea bradei","EN","Flora"
1179,"nao","Dioscoreaceae","Dioscorea campanulata","EN","Flora"
1180,"nao","Dioscoreaceae","Dioscorea itatiaiensis","CR","Flora"
1181,"sim","Dioscoreaceae","Dioscorea loefgrenii","VU","Flora"
1182,"sim","Dioscoreaceae","Dioscorea mantiqueirensis","CR","Flora"
1183,"nao","Dioscoreaceae","Dioscorea margarethia","CR","Flora"
1184,"nao","Dioscoreaceae","Dioscorea pedalis","VU","Flora"
1185,"sim","Dioscoreaceae","Dioscorea pseudomacrocapsa","EN","Flora"
1186,"sim","Dioscoreaceae","Dioscorea sanpaulensis","EN","Flora"
1187,"nao","Dioscoreaceae","Dioscorea sphaeroidea","CR","Flora"
1188,"sim","Dioscoreaceae","Dioscorea trilinguis","EN","Flora"
1189,"sim","Ditrichaceae","Chrysoblastella chilensis","EN","Flora"
1190,"nao","Droseraceae","Drosera graminifolia","CR","Flora"
1191,"sim","Droseraceae","Drosera graomogolensis","EN","Flora"
1192,"nao","Droseraceae","Drosera magnifica","CR","Flora"
1193,"nao","Droseraceae","Drosera quartzicola","EN","Flora"
1194,"sim","Dryopteridaceae","Elaphoglossum acrocarpum","VU","Flora"
1195,"sim","Dryopteridaceae","Elaphoglossum beckeri","CR","Flora"
1196,"sim","Dryopteridaceae","Megalastrum wacketii","EN","Flora"
1197,"sim","Dryopteridaceae","Polystichum bradei","EN","Flora"
1198,"nao","Ebenaceae","Diospyros agnitser","EN","Flora"
1199,"nao","Ebenaceae","Diospyros amabi","EN","Flora"
1200,"nao","Ebenaceae","Diospyros bullata","VU","Flora"
1201,"nao","Ebenaceae","Diospyros ketun","VU","Flora"
1202,"nao","Ebenaceae","Diospyros longistyla","VU","Flora"
1203,"nao","Ebenaceae","Diospyros mexiae","EN","Flora"
1204,"nao","Ebenaceae","Diospyros riedelii","EN","Flora"
1205,"nao","Ebenaceae","Diospyros scottmorii","EN","Flora"
1206,"nao","Ebenaceae","Diospyros serrana","CR","Flora"
1207,"nao","Ebenaceae","Diospyros tarim","EN","Flora"
1208,"nao","Ebenaceae","Diospyros ubaita","EN","Flora"
1209,"nao","Elaeocarpaceae","Sloanea fasciculata","EN","Flora"
1210,"nao","Elaeocarpaceae","Sloanea froesii","VU","Flora"
1211,"nao","Elaeocarpaceae","Sloanea hatschbachii","EN","Flora"
1212,"sim","Elaeocarpaceae","Sloanea obtusifolia","EN","Flora"
1213,"nao","Elaeocarpaceae","Sloanea petalata","CR","Flora"
1214,"nao","Elaeocarpaceae","Sloanea spathulata","VU","Flora"
1215,"sim","Ephedraceae","Ephedra tweediana","VU","Flora"
1216,"nao","Ericaceae","Agarista organensis","CR","Flora"
1217,"nao","Ericaceae","Agarista uleana","VU","Flora"
1218,"sim","Ericaceae","Gaultheria sleumeriana","CR","Flora"
1219,"sim","Ericaceae","Gaylussacia angulata","EN","Flora"
1220,"sim","Ericaceae","Gaylussacia caparoensis","EN","Flora"
1221,"sim","Ericaceae","Gaylussacia centunculifolia","EN","Flora"
1222,"sim","Ericaceae","Gaylussacia harleyi","VU","Flora"
1223,"sim","Ericaceae","Gaylussacia oleifolia","VU","Flora"
1224,"sim","Ericaceae","Gaylussacia pruinosa","CR","Flora"
1225,"sim","Ericaceae","Gaylussacia retivenia","EN","Flora"
1226,"sim","Ericaceae","Gaylussacia setosa","CR","Flora"
1227,"sim","Eriocaulaceae","Actinocephalus cipoensis","CR","Flora"
1228,"sim","Eriocaulaceae","Actinocephalus claussenianus","VU","Flora"
1229,"sim","Eriocaulaceae","Comanthera bahiensis","EN","Flora"
1230,"sim","Eriocaulaceae","Comanthera brasiliana","CR","Flora"
1231,"sim","Eriocaulaceae","Comanthera elegans","EN","Flora"
1232,"sim","Eriocaulaceae","Comanthera harleyi","VU","Flora"
1233,"sim","Eriocaulaceae","Comanthera mucugensis","EN","Flora"
1234,"nao","Eriocaulaceae","Comanthera pignalii","CR","Flora"
1235,"sim","Eriocaulaceae","Leiothrix echinocephala","VU","Flora"
1236,"nao","Eriocaulaceae","Paepalanthus argyrotrychus","CR","Flora"
1237,"sim","Eriocaulaceae","Paepalanthus ater","CR","Flora"
1238,"nao","Eriocaulaceae","Paepalanthus capixaba","CR","Flora"
1239,"nao","Eriocaulaceae","Paepalanthus echinoides","EN","Flora"
1240,"nao","Eriocaulaceae","Paepalanthus farinaceus","CR","Flora"
1241,"nao","Eriocaulaceae","Paepalanthus flexuosus","CR","Flora"
1242,"sim","Eriocaulaceae","Paepalanthus hydra","EN","Flora"
1243,"nao","Eriocaulaceae","Paepalanthus longiciliatus","CR","Flora"
1244,"nao","Eriocaulaceae","Paepalanthus macaheensis","EN","Flora"
1245,"nao","Eriocaulaceae","Paepalanthus macer","CR","Flora"
1246,"nao","Eriocaulaceae","Paepalanthus ovatus","EN","Flora"
1247,"nao","Eriocaulaceae","Paepalanthus polygonus","EN","Flora"
1248,"nao","Eriocaulaceae","Paepalanthus stellatus","VU","Flora"
1249,"nao","Eriocaulaceae","Paepalanthus urbanianus","VU","Flora"
1250,"nao","Eriocaulaceae","Paepalanthus velutiphyllus","EN","Flora"
1251,"nao","Eriocaulaceae","Syngonanthus incurvifolius","CR","Flora"
1252,"sim","Eriocaulaceae","Syngonanthus itambeensis","EN","Flora"
1253,"sim","Eriocaulaceae","Syngonanthus laricifolius","VU","Flora"
1254,"nao","Eriocaulaceae","Syngonanthus vittatus","EN","Flora"
1255,"nao","Erythropalaceae","Heisteria huberiana","CR","Flora"
1256,"nao","Erythroxylaceae","Erythroxylum ayrtonianum","CR","Flora"
1257,"sim","Erythroxylaceae","Erythroxylum bezerrae","EN","Flora"
1258,"sim","Erythroxylaceae","Erythroxylum catharinense","EN","Flora"
1259,"nao","Erythroxylaceae","Erythroxylum cincinnatum","EN","Flora"
1260,"sim","Erythroxylaceae","Erythroxylum compressum","EN","Flora"
1261,"nao","Erythroxylaceae","Erythroxylum frangulifolium","EN","Flora"
1262,"sim","Erythroxylaceae","Erythroxylum leal-costae","CR","Flora"
1263,"nao","Erythroxylaceae","Erythroxylum magnoliifolium","EN","Flora"
1264,"sim","Erythroxylaceae","Erythroxylum mattos-silvae","EN","Flora"
1265,"sim","Erythroxylaceae","Erythroxylum membranaceum","EN","Flora"
1266,"sim","Erythroxylaceae","Erythroxylum nelson-rosae","EN","Flora"
1267,"nao","Erythroxylaceae","Erythroxylum nitidum","EN","Flora"
1268,"nao","Erythroxylaceae","Erythroxylum nordestinum","EN","Flora"
1269,"nao","Erythroxylaceae","Erythroxylum occultum","CR","Flora"
1270,"nao","Erythroxylaceae","Erythroxylum ovalifolium","VU","Flora"
1271,"sim","Erythroxylaceae","Erythroxylum petrae-caballi","VU","Flora"
1272,"nao","Erythroxylaceae","Erythroxylum schomburgkii","EN","Flora"
1273,"nao","Erythroxylaceae","Erythroxylum sobraleanum","CR","Flora"
1274,"nao","Erythroxylaceae","Erythroxylum splendidum","EN","Flora"
1275,"sim","Erythroxylaceae","Erythroxylum substriatum","VU","Flora"
1276,"sim","Erythroxylaceae","Erythroxylum tianguanum","CR","Flora"
1277,"nao","Erythroxylaceae","Erythroxylum umbrosum","EN","Flora"
1278,"nao","Erythroxylaceae","Erythroxylum vernicosum","EN","Flora"
1279,"sim","Escalloniaceae","Escallonia obtusissima","VU","Flora"
1280,"sim","Escalloniaceae","Escallonia petrophila","EN","Flora"
1281,"nao","Euphorbiaceae","Actinostemon roseliae","EN","Flora"
1282,"sim","Euphorbiaceae","Adenophaedra cearensis","CR","Flora"
1283,"nao","Euphorbiaceae","Algernonia bahiensis","VU","Flora"
1284,"nao","Euphorbiaceae","Algernonia brasiliensis","VU","Flora"
1285,"sim","Euphorbiaceae","Algernonia dimitrii","EN","Flora"
1286,"sim","Euphorbiaceae","Algernonia kuhlmannii","CR","Flora"
1287,"sim","Euphorbiaceae","Astraea cincta","EN","Flora"
1288,"sim","Euphorbiaceae","Bernardia crassifolia","EN","Flora"
1289,"sim","Euphorbiaceae","Caperonia buettneriacea","VU","Flora"
1290,"sim","Euphorbiaceae","Chiropetalum foliosum","EN","Flora"
1291,"nao","Euphorbiaceae","Cnidoscolus hamosus","CR","Flora"
1292,"nao","Euphorbiaceae","Cnidoscolus magni-gerdtii","CR","Flora"
1293,"nao","Euphorbiaceae","Cnidoscolus rupestris","EN","Flora"
1294,"nao","Euphorbiaceae","Croton campanulatus","EN","Flora"
1295,"nao","Euphorbiaceae","Croton caryophyllus","EN","Flora"
1296,"nao","Euphorbiaceae","Croton diasii","EN","Flora"
1297,"nao","Euphorbiaceae","Croton hemiargyreus","EN","Flora"
1298,"sim","Euphorbiaceae","Croton leptobotryus","VU","Flora"
1299,"nao","Euphorbiaceae","Croton priscus","EN","Flora"
1300,"nao","Euphorbiaceae","Croton sapiifolius","EN","Flora"
1301,"nao","Euphorbiaceae","Croton thomasii","EN","Flora"
1302,"sim","Euphorbiaceae","Dalechampia purpurata","EN","Flora"
1303,"sim","Euphorbiaceae","Dalechampia riparia","CR","Flora"
1304,"sim","Euphorbiaceae","Euphorbia appariciana","EN","Flora"
1305,"sim","Euphorbiaceae","Euphorbia attastoma","EN","Flora"
1306,"sim","Euphorbiaceae","Euphorbia crossadenia","EN","Flora"
1307,"sim","Euphorbiaceae","Euphorbia gymnoclada","VU","Flora"
1308,"sim","Euphorbiaceae","Euphorbia holochlorina","CR","Flora"
1309,"nao","Euphorbiaceae","Euphorbia sabulicola","CR","Flora"
1310,"nao","Euphorbiaceae","Glycydendron espiritosantense","VU","Flora"
1311,"nao","Euphorbiaceae","Hevea camargoana","EN","Flora"
1312,"nao","Euphorbiaceae","Manihot hahnii","EN","Flora"
1313,"nao","Euphorbiaceae","Manihot longiracemosa","EN","Flora"
1314,"sim","Euphorbiaceae","Manihot procumbens","VU","Flora"
1315,"nao","Euphorbiaceae","Ophthalmoblapton macrophyllum","EN","Flora"
1316,"nao","Euphorbiaceae","Ophthalmoblapton pedunculare","VU","Flora"
1317,"nao","Euphorbiaceae","Sebastiania pteroclada","CR","Flora"
1318,"nao","Euphorbiaceae","Stillingia loranthacea","EN","Flora"
1319,"sim","Fabaceae","Aeschynomene fructipendula","EN","Flora"
1320,"sim","Fabaceae","Albizia burkartiana","EN","Flora"
1321,"sim","Fabaceae","Albizia glabripetala","EN","Flora"
1322,"nao","Fabaceae","Aldina heterophylla","VU","Flora"
1323,"sim","Fabaceae","Amburana acreana","VU","Flora"
1324,"nao","Fabaceae","Andira marauensis","EN","Flora"
1325,"sim","Fabaceae","Apuleia leiocarpa","VU","Flora"
1326,"sim","Fabaceae","Arachis villosa","EN","Flora"
1327,"nao","Fabaceae","Arapatiella emarginata","EN","Flora"
1328,"nao","Fabaceae","Bauhinia albicans","EN","Flora"
1329,"nao","Fabaceae","Bauhinia glaziovii","CR","Flora"
1330,"sim","Fabaceae","Bauhinia integerrima","EN","Flora"
1331,"nao","Fabaceae","Bauhinia uberlandiana","CR","Flora"
1332,"sim","Fabaceae","Calliandra carrascana","EN","Flora"
1333,"nao","Fabaceae","Cassia rubriflora","EN","Flora"
1334,"sim","Fabaceae","Centrolobium paraense","EN","Flora"
1335,"sim","Fabaceae","Centrosema carajasense","VU","Flora"
1336,"nao","Fabaceae","Chamaecrista amabilis","EN","Flora"
1337,"nao","Fabaceae","Chamaecrista amorimii","EN","Flora"
1338,"sim","Fabaceae","Chamaecrista anamariae","EN","Flora"
1339,"sim","Fabaceae","Chamaecrista atroglandulosa","EN","Flora"
1340,"nao","Fabaceae","Chamaecrista bracteolata","EN","Flora"
1341,"sim","Fabaceae","Chamaecrista catolesensis","VU","Flora"
1342,"sim","Fabaceae","Chamaecrista fodinarum","EN","Flora"
1343,"nao","Fabaceae","Chamaecrista fulgida","CR","Flora"
1344,"sim","Fabaceae","Chamaecrista lagotois","CR","Flora"
1345,"nao","Fabaceae","Chamaecrista nuda","EN","Flora"
1346,"nao","Fabaceae","Chamaecrista phyllostachya","EN","Flora"
1347,"sim","Fabaceae","Chamaecrista stillifera","VU","Flora"
1348,"nao","Fabaceae","Chamaecrista subpeltata","EN","Flora"
1349,"sim","Fabaceae","Chamaecrista tephrosiifolia","VU","Flora"
1350,"sim","Fabaceae","Chamaecrista ulmea","CR","Flora"
1351,"nao","Fabaceae","Chamaecrista unijuga","EN","Flora"
1352,"nao","Fabaceae","Copaifera majorina","VU","Flora"
1353,"nao","Fabaceae","Coursetia vicioides","EN","Flora"
1354,"nao","Fabaceae","Ctenodon bradei","EN","Flora"
1355,"sim","Fabaceae","Ctenodon lacabuendianus","EN","Flora"
1356,"nao","Fabaceae","Cynometra marleneae","EN","Flora"
1357,"nao","Fabaceae","Dahlstedtia bahiana","EN","Flora"
1358,"nao","Fabaceae","Dahlstedtia glaziovii","EN","Flora"
1359,"nao","Fabaceae","Dahlstedtia grandiflora","EN","Flora"
1360,"nao","Fabaceae","Dahlstedtia peckoltii","EN","Flora"
1361,"nao","Fabaceae","Dalbergia ernest-ulei","EN","Flora"
1362,"nao","Fabaceae","Dalbergia glaziovii","EN","Flora"
1363,"sim","Fabaceae","Dalbergia nigra","VU","Flora"
1364,"nao","Fabaceae","Deguelia hatschbachii","VU","Flora"
1365,"sim","Fabaceae","Desmodium craspediferum","EN","Flora"
1366,"nao","Fabaceae","Dialium rondoniense","EN","Flora"
1367,"nao","Fabaceae","Dicymbe arenicola","EN","Flora"
1368,"nao","Fabaceae","Dicymbe puncticulosa","EN","Flora"
1369,"nao","Fabaceae","Dimorphandra exaltata","EN","Flora"
1370,"sim","Fabaceae","Dimorphandra wilsonii","EN","Flora"
1371,"nao","Fabaceae","Dinizia jueirana-facao","CR","Flora"
1372,"nao","Fabaceae","Diplotropis rodriguesii","VU","Flora"
1373,"nao","Fabaceae","Elizabetha speciosa","VU","Flora"
1374,"sim","Fabaceae","Gleditsia amorphoides","VU","Flora"
1375,"nao","Fabaceae","Grazielodendron rio-docensis","EN","Flora"
1376,"nao","Fabaceae","Harleyodendron unifoliolatum","EN","Flora"
1377,"sim","Fabaceae","Harpalyce lanata","EN","Flora"
1378,"sim","Fabaceae","Harpalyce parvifolia","EN","Flora"
1379,"sim","Fabaceae","Hymenaea parvifolia","VU","Flora"
1380,"sim","Fabaceae","Hymenolobium excelsum","VU","Flora"
1381,"sim","Fabaceae","Inga aptera","EN","Flora"
1382,"nao","Fabaceae","Inga conchifolia","EN","Flora"
1383,"nao","Fabaceae","Inga cordistipula","VU","Flora"
1384,"nao","Fabaceae","Inga globularis","EN","Flora"
1385,"sim","Fabaceae","Inga grazielae","EN","Flora"
1386,"sim","Fabaceae","Inga maritima","EN","Flora"
1387,"sim","Fabaceae","Inga mendoncaei","EN","Flora"
1388,"sim","Fabaceae","Inga pedunculata","EN","Flora"
1389,"sim","Fabaceae","Inga platyptera","EN","Flora"
1390,"sim","Fabaceae","Inga pleiogyna","EN","Flora"
1391,"sim","Fabaceae","Inga praegnans","EN","Flora"
1392,"sim","Fabaceae","Inga suborbicularis","EN","Flora"
1393,"sim","Fabaceae","Inga unica","EN","Flora"
1394,"nao","Fabaceae","Jupunba barnebyana","EN","Flora"
1395,"sim","Fabaceae","Lathyrus acutifolius","CR","Flora"
1396,"sim","Fabaceae","Lathyrus paraguariensis","VU","Flora"
1397,"nao","Fabaceae","Leptolobium araguaiense","EN","Flora"
1398,"nao","Fabaceae","Leptolobium glaziovianum","EN","Flora"
1399,"nao","Fabaceae","Leptolobium parvifolium","EN","Flora"
1400,"nao","Fabaceae","Leptolobium tenuifolium","EN","Flora"
1401,"sim","Fabaceae","Leucochloron foederale","EN","Flora"
1402,"nao","Fabaceae","Leucochloron limae","EN","Flora"
1403,"sim","Fabaceae","Leucochloron minarum","EN","Flora"
1404,"nao","Fabaceae","Luetzelburgia amazonica","EN","Flora"
1405,"nao","Fabaceae","Luetzelburgia harleyi","CR","Flora"
1406,"nao","Fabaceae","Luetzelburgia neurocarpa","CR","Flora"
1407,"nao","Fabaceae","Luetzelburgia trialata","EN","Flora"
1408,"sim","Fabaceae","Lupinus coriaceus","VU","Flora"
1409,"sim","Fabaceae","Lupinus decurrens","EN","Flora"
1410,"nao","Fabaceae","Lupinus gibertianus","CR","Flora"
1411,"sim","Fabaceae","Lupinus laevigatus","EN","Flora"
1412,"nao","Fabaceae","Lupinus russellianus","CR","Flora"
1413,"nao","Fabaceae","Machaerium androvillosum","CR","Flora"
1414,"nao","Fabaceae","Machaerium firmum","VU","Flora"
1415,"nao","Fabaceae","Machaerium legale","CR","Flora"
1416,"nao","Fabaceae","Machaerium macaense","EN","Flora"
1417,"nao","Fabaceae","Machaerium mucronulatum","EN","Flora"
1418,"sim","Fabaceae","Machaerium obovatum","VU","Flora"
1419,"nao","Fabaceae","Martiodendron fluminense","EN","Flora"
1420,"sim","Fabaceae","Melanoxylon brauna","VU","Flora"
1421,"sim","Fabaceae","Mimosa acroconica","CR","Flora"
1422,"sim","Fabaceae","Mimosa adamantina","EN","Flora"
1423,"nao","Fabaceae","Mimosa afranioi","EN","Flora"
1424,"sim","Fabaceae","Mimosa balduinii","EN","Flora"
1425,"sim","Fabaceae","Mimosa barretoi","EN","Flora"
1426,"sim","Fabaceae","Mimosa bathyrrhena","EN","Flora"
1427,"nao","Fabaceae","Mimosa bispiculata","CR","Flora"
1428,"nao","Fabaceae","Mimosa bocainae","CR","Flora"
1429,"sim","Fabaceae","Mimosa bombycina","EN","Flora"
1430,"sim","Fabaceae","Mimosa bracteolaris","VU","Flora"
1431,"nao","Fabaceae","Mimosa callidryas","EN","Flora"
1432,"sim","Fabaceae","Mimosa catharinensis","EN","Flora"
1433,"sim","Fabaceae","Mimosa chrysastra","CR","Flora"
1434,"nao","Fabaceae","Mimosa decorticans","EN","Flora"
1435,"nao","Fabaceae","Mimosa dominarum","EN","Flora"
1436,"nao","Fabaceae","Mimosa emaensis","VU","Flora"
1437,"nao","Fabaceae","Mimosa ernestii","CR","Flora"
1438,"nao","Fabaceae","Mimosa glazioui","CR","Flora"
1439,"sim","Fabaceae","Mimosa hatschbachii","EN","Flora"
1440,"sim","Fabaceae","Mimosa heringeri","EN","Flora"
1441,"sim","Fabaceae","Mimosa involucrata","EN","Flora"
1442,"nao","Fabaceae","Mimosa itatiaiensis","EN","Flora"
1443,"nao","Fabaceae","Mimosa kuhnisteroides","EN","Flora"
1444,"sim","Fabaceae","Mimosa leprosa","EN","Flora"
1445,"sim","Fabaceae","Mimosa lithoreas","EN","Flora"
1446,"sim","Fabaceae","Mimosa macedoana","EN","Flora"
1447,"sim","Fabaceae","Mimosa mensicola","EN","Flora"
1448,"sim","Fabaceae","Mimosa montis-carasae","EN","Flora"
1449,"sim","Fabaceae","Mimosa myuros","EN","Flora"
1450,"nao","Fabaceae","Mimosa neonitens","EN","Flora"
1451,"nao","Fabaceae","Mimosa osmarii","VU","Flora"
1452,"sim","Fabaceae","Mimosa paucifolia","VU","Flora"
1453,"nao","Fabaceae","Mimosa perplicata","CR","Flora"
1454,"sim","Fabaceae","Mimosa psittacina","EN","Flora"
1455,"nao","Fabaceae","Mimosa regina","EN","Flora"
1456,"nao","Fabaceae","Mimosa rheiptera","EN","Flora"
1457,"nao","Fabaceae","Mimosa sevilhae","EN","Flora"
1458,"sim","Fabaceae","Mimosa skinneri var. carajarum","CR","Flora"
1459,"nao","Fabaceae","Mimosa sobralii","EN","Flora"
1460,"nao","Fabaceae","Mimosa strobiliflora","CR","Flora"
1461,"sim","Fabaceae","Mimosa suburbana","CR","Flora"
1462,"sim","Fabaceae","Mimosa thomista","EN","Flora"
1463,"sim","Fabaceae","Mimosa uniceps","EN","Flora"
1464,"sim","Fabaceae","Mimosa urticaria","EN","Flora"
1465,"nao","Fabaceae","Moldenhawera blanchetiana","VU","Flora"
1466,"nao","Fabaceae","Moldenhawera longipedicellata","EN","Flora"
1467,"nao","Fabaceae","Moldenhawera luschnathiana","VU","Flora"
