"ID","lista_anterior","ordem","familia","especie","categoria","componente","grupo"
1,"sim","Amblypygi","Charinidae","Charinus acaraje","VU","Fauna","Invertebrados terrestres"
2,"sim","Amblypygi","Charinidae","Charinus asturius","EN","Fauna","Invertebrados terrestres"
3,"nao","Amblypygi","Charinidae","Charinus caatingae","CR","Fauna","Invertebrados terrestres"
4,"sim","Amblypygi","Charinidae","Charinus eleonorae","EN","Fauna","Invertebrados terrestres"
5,"nao","Amblypygi","Charinidae","Charinus ferreus","CR","Fauna","Invertebrados terrestres"
6,"sim","Amblypygi","Charinidae","Charinus potiguar","VU","Fauna","Invertebrados terrestres"
7,"nao","Amblypygi","Charinidae","Charinus spelaeus","VU","Fauna","Invertebrados terrestres"
8,"nao","Amblypygi","Charinidae","Charinus taboa","CR","Fauna","Invertebrados terrestres"
9,"sim","Amblypygi","Charinidae","Charinus troglobius","EN","Fauna","Invertebrados terrestres"
10,"nao","Araneae","Caponiidae","Carajas paraua","EN","Fauna","Invertebrados terrestres"
11,"nao","Araneae","Caponiidae","Tisentnops onix","CR","Fauna","Invertebrados terrestres"
12,"sim","Araneae","Corinnidae","Ianduba paubrasil","EN","Fauna","Invertebrados terrestres"
13,"sim","Araneae","Ctenidae","Celaetycheus mungunza","CR","Fauna","Invertebrados terrestres"
14,"sim","Araneae","Ctenidae","Isoctenus corymbus","CR","Fauna","Invertebrados terrestres"
15,"sim","Araneae","Dipluridae","Harmonicon cerberus","CR","Fauna","Invertebrados terrestres"
16,"sim","Araneae","Drymusidae","Drymusa spelunca","CR","Fauna","Invertebrados terrestres"
17,"sim","Araneae","Gnaphosidae","Brasilomma enigmatica","EN","Fauna","Invertebrados terrestres"
18,"sim","Araneae","Gnaphosidae","Tricongius ybyguara","VU","Fauna","Invertebrados terrestres"
19,"sim","Araneae","Ochyroceratidae","Ochyrocera ibitipoca","EN","Fauna","Invertebrados terrestres"
20,"sim","Araneae","Ochyroceratidae","Speocera eleonorae","EN","Fauna","Invertebrados terrestres"
21,"sim","Araneae","Pholcidae","Metagonia diamantina","CR","Fauna","Invertebrados terrestres"
22,"sim","Araneae","Pholcidae","Metagonia potiguar","CR","Fauna","Invertebrados terrestres"
23,"sim","Araneae","Salticidae","Matagaia chromatopus","VU","Fauna","Invertebrados terrestres"
24,"sim","Araneae","Salticidae","Neonella noronha","VU","Fauna","Invertebrados terrestres"
25,"nao","Araneae","Segestriidae","Ariadna aurea","VU","Fauna","Invertebrados terrestres"
26,"nao","Araneae","Sicariidae","Loxosceles troglobia","VU","Fauna","Invertebrados terrestres"
27,"sim","Araneae","Theraphosidae","Dolichothele diamantinensis","EN","Fauna","Invertebrados terrestres"
28,"sim","Araneae","Theraphosidae","Pterinopelma sazimai","VU","Fauna","Invertebrados terrestres"
29,"sim","Araneae","Theraphosidae","Tmesiphantes hypogeus","CR","Fauna","Invertebrados terrestres"
30,"sim","Araneae","Theraphosidae","Typhochlaena curumim","CR","Fauna","Invertebrados terrestres"
31,"sim","Araneae","Theraphosidae","Typhochlaena seladonia","EN","Fauna","Invertebrados terrestres"
32,"sim","Araneae","Theraphosidae","Ybyrapora diversipes","EN","Fauna","Invertebrados terrestres"
33,"sim","Araneae","Theraphosidae","Ybyrapora gamba","CR","Fauna","Invertebrados terrestres"
34,"nao","Blattodea","Blattellidae","Litoblatta camargoi","EN","Fauna","Invertebrados terrestres"
35,"sim","Caenogastropoda","Ampullariidae","Pomacea sordida","EN","Fauna","Invertebrados terrestres"
36,"sim","Caenogastropoda","Hydrobiidae","Potamolithus karsticus","CR","Fauna","Invertebrados terrestres"
37,"nao","Coleoptera","Carabidae","Coarazuphium amazonicus","CR","Fauna","Invertebrados terrestres"
38,"sim","Coleoptera","Carabidae","Coarazuphium caatinga","EN","Fauna","Invertebrados terrestres"
39,"sim","Coleoptera","Carabidae","Coarazuphium cessaima","EN","Fauna","Invertebrados terrestres"
40,"sim","Coleoptera","Carabidae","Coarazuphium formoso","CR","Fauna","Invertebrados terrestres"
41,"sim","Coleoptera","Carabidae","Coarazuphium pains","EN","Fauna","Invertebrados terrestres"
42,"sim","Coleoptera","Carabidae","Coarazuphium ricardoi","CR","Fauna","Invertebrados terrestres"
43,"nao","Coleoptera","Carabidae","Coarazuphium spinifemur","CR","Fauna","Invertebrados terrestres"
44,"sim","Coleoptera","Carabidae","Coarazuphium tapiaguassu","EN","Fauna","Invertebrados terrestres"
45,"sim","Coleoptera","Carabidae","Coarazuphium tessai","CR","Fauna","Invertebrados terrestres"
46,"sim","Coleoptera","Carabidae","Schizogenius ocellatus","EN","Fauna","Invertebrados terrestres"
47,"sim","Coleoptera","Ciidae","Ceracis cassumbensis","EN","Fauna","Invertebrados terrestres"
48,"sim","Coleoptera","Lampyridae","Amydetes bellorum","EN","Fauna","Invertebrados terrestres"
49,"sim","Coleoptera","Lucanidae","Altitatiayus campoi","VU","Fauna","Invertebrados terrestres"
50,"sim","Coleoptera","Lucanidae","Altitatiayus dulceae","VU","Fauna","Invertebrados terrestres"
51,"sim","Coleoptera","Lucanidae","Altitatiayus godinhorum","VU","Fauna","Invertebrados terrestres"
52,"sim","Coleoptera","Lucanidae","Altitatiayus koikei","VU","Fauna","Invertebrados terrestres"
53,"sim","Coleoptera","Lucanidae","Altitatiayus rotundatus","VU","Fauna","Invertebrados terrestres"
54,"sim","Coleoptera","Lucanidae","Altitatiayus ruficollis","VU","Fauna","Invertebrados terrestres"
55,"sim","Coleoptera","Lucanidae","Altitatiayus trifurcatus","VU","Fauna","Invertebrados terrestres"
56,"sim","Coleoptera","Lycidae","Cartagonum apiuba","CR","Fauna","Invertebrados terrestres"
57,"sim","Coleoptera","Lycidae","Lycomorphon brasiliense","CR","Fauna","Invertebrados terrestres"
58,"sim","Coleoptera","Scarabaeidae","Ateuchus squalidus","VU","Fauna","Invertebrados terrestres"
59,"sim","Coleoptera","Scarabaeidae","Canthon corpulentus","VU","Fauna","Invertebrados terrestres"
60,"sim","Coleoptera","Scarabaeidae","Canthon quadripunctatus","VU","Fauna","Invertebrados terrestres"
61,"sim","Coleoptera","Scarabaeidae","Dichotomius eucranioides","EN","Fauna","Invertebrados terrestres"
62,"sim","Coleoptera","Scarabaeidae","Dichotomius mysticus","EN","Fauna","Invertebrados terrestres"
63,"sim","Coleoptera","Scarabaeidae","Dichotomius schiffleri","EN","Fauna","Invertebrados terrestres"
64,"sim","Coleoptera","Scarabaeidae","Pedaridium hirsutum","VU","Fauna","Invertebrados terrestres"
65,"nao","Coleoptera","Staphylinidae","Metopiellus painensis","EN","Fauna","Invertebrados terrestres"
66,"sim","Coleoptera","Vesperidae","Hypocephalus armatus","VU","Fauna","Invertebrados terrestres"
67,"sim","Collembola","Arrhopalitidae","Arrhopalites amorimi","VU","Fauna","Invertebrados terrestres"
68,"nao","Collembola","Arrhopalitidae","Arrhopalites glabrofasciatus","EN","Fauna","Invertebrados terrestres"
69,"nao","Collembola","Entomobryidae","Pseudosinella ambigua","VU","Fauna","Invertebrados terrestres"
70,"nao","Collembola","Entomobryidae","Pseudosinella guanhaensis","CR","Fauna","Invertebrados terrestres"
71,"nao","Collembola","Isotomidae","Archisotoma arariboia","CR","Fauna","Invertebrados terrestres"
72,"sim","Collembola","Paronellidae","Troglobius brasiliensis","CR","Fauna","Invertebrados terrestres"
73,"sim","Collembola","Paronellidae","Troglobius ferroicus","CR","Fauna","Invertebrados terrestres"
74,"sim","Collembola","Paronellidae","Trogolaphysa aelleni","CR","Fauna","Invertebrados terrestres"
75,"sim","Collembola","Sminthuridae","Pararrhopalites papaveroi","EN","Fauna","Invertebrados terrestres"
76,"nao","Collembola","Sminthuridae","Pararrhopalites sideroicus","CR","Fauna","Invertebrados terrestres"
77,"nao","Collembola","Sminthuridae","Pararrhopalites ubiquum","VU","Fauna","Invertebrados terrestres"
78,"sim","Collembola","Sminthuridae","Pararrhopalites wallacei","CR","Fauna","Invertebrados terrestres"
79,"nao","Diplura","Campodeidae","Oncinocampa trajanoae","CR","Fauna","Invertebrados terrestres"
80,"nao","Entomobryomorpha","Entomobryidae","Seira arenicola","EN","Fauna","Invertebrados terrestres"
81,"nao","Entomobryomorpha","Entomobryidae","Seira mataraquensis","EN","Fauna","Invertebrados terrestres"
82,"nao","Entomobryomorpha","Entomobryidae","Seira musarum","VU","Fauna","Invertebrados terrestres"
83,"nao","Entomobryomorpha","Entomobryidae","Seira pseudoannulata","EN","Fauna","Invertebrados terrestres"
84,"nao","Entomobryomorpha","Isotomidae","Archisotoma catiae","CR","Fauna","Invertebrados terrestres"
85,"nao","Entomobryomorpha","Isotomidae","Arlea arenicola","CR","Fauna","Invertebrados terrestres"
86,"nao","Entomobryomorpha","Isotomidae","Arlea psammophila","CR","Fauna","Invertebrados terrestres"
87,"sim","Entomobryomorpha","Isotomidae","Isotomiella uai","VU","Fauna","Invertebrados terrestres"
88,"nao","Entomobryomorpha","Isotomidae","Isotomodes cariocus","CR","Fauna","Invertebrados terrestres"
89,"nao","Entomobryomorpha","Isotomidae","Isotomurus riparius","CR","Fauna","Invertebrados terrestres"
90,"nao","Entomobryomorpha","Isotomidae","Paracerura gandarela","VU","Fauna","Invertebrados terrestres"
91,"nao","Entomobryomorpha","Isotomidae","Psammisotoma restingae","CR","Fauna","Invertebrados terrestres"
92,"sim","Euonychophora","Peripatidae","Epiperipatus adenocryptus","CR","Fauna","Invertebrados terrestres"
93,"sim","Euonychophora","Peripatidae","Epiperipatus diadenoproctus","VU","Fauna","Invertebrados terrestres"
94,"sim","Euonychophora","Peripatidae","Epiperipatus ohausi","EN","Fauna","Invertebrados terrestres"
95,"sim","Euonychophora","Peripatidae","Epiperipatus paurognostus","CR","Fauna","Invertebrados terrestres"
96,"sim","Glomeridesmida","Glomerodesmidae","Glomeridesmus spelaeus","EN","Fauna","Invertebrados terrestres"
97,"sim","Gymnomorpha","Veronicellidae","Phyllocaulis renschi","CR","Fauna","Invertebrados terrestres"
98,"sim","Haplotaxida","Glossoscolecidae","Fimoscolex sporadochaetus","EN","Fauna","Invertebrados terrestres"
99,"nao","Hemiptera","Cixiidae","Ferricixius davidi","CR","Fauna","Invertebrados terrestres"
100,"nao","Hemiptera","Kinnaridae","Iuiuia caeca","VU","Fauna","Invertebrados terrestres"
101,"nao","Hemiptera","Kinnaridae","Kinnapotiguara troglobia","VU","Fauna","Invertebrados terrestres"
102,"sim","Hymenoptera","Andrenidae","Arhysosage cactorum","VU","Fauna","Invertebrados terrestres"
103,"sim","Hymenoptera","Apidae","Melipona capixaba","EN","Fauna","Invertebrados terrestres"
104,"sim","Hymenoptera","Apidae","Melipona rufiventris","EN","Fauna","Invertebrados terrestres"
105,"sim","Hymenoptera","Apidae","Melipona scutellaris","EN","Fauna","Invertebrados terrestres"
106,"sim","Hymenoptera","Apidae","Partamona littoralis","EN","Fauna","Invertebrados terrestres"
107,"sim","Hymenoptera","Formicidae","Atta robusta","VU","Fauna","Invertebrados terrestres"
108,"sim","Hymenoptera","Formicidae","Brachymyrmex micromegas","VU","Fauna","Invertebrados terrestres"
109,"sim","Hymenoptera","Formicidae","Diaphoromyrma sofiae","EN","Fauna","Invertebrados terrestres"
110,"sim","Hymenoptera","Formicidae","Dinoponera lucida","EN","Fauna","Invertebrados terrestres"
111,"sim","Hymenoptera","Formicidae","Fulakora cleae","CR","Fauna","Invertebrados terrestres"
112,"sim","Hymenoptera","Formicidae","Gnamptogenys wilsoni","EN","Fauna","Invertebrados terrestres"
113,"sim","Hymenoptera","Formicidae","Monomorium delabiei","VU","Fauna","Invertebrados terrestres"
114,"sim","Hymenoptera","Formicidae","Mycetagroicus urbanus","CR","Fauna","Invertebrados terrestres"
115,"sim","Hymenoptera","Formicidae","Mycetomoellerius atlanticus","VU","Fauna","Invertebrados terrestres"
116,"sim","Hymenoptera","Formicidae","Mycetophylax simplex","VU","Fauna","Invertebrados terrestres"
117,"sim","Hymenoptera","Formicidae","Rhopalothrix plaumanni","EN","Fauna","Invertebrados terrestres"
118,"nao","Isopoda","Pudeoniscidae","Iansaoniscus georginae","CR","Fauna","Invertebrados terrestres"
119,"nao","Isopoda","Pudeoniscidae","Iansaoniscus iraquara","CR","Fauna","Invertebrados terrestres"
120,"nao","Isopoda","Scleropactidae","Amazoniscus leistikowi","CR","Fauna","Invertebrados terrestres"
121,"nao","Isopoda","Scleropactidae","Circoniscus buckupi","CR","Fauna","Invertebrados terrestres"
122,"nao","Isopoda","Scleropactidae","Circoniscus carajasensis","EN","Fauna","Invertebrados terrestres"
123,"nao","Isopoda","Styloniscidae","Iuiuniscus iuiuensis","VU","Fauna","Invertebrados terrestres"
124,"nao","Isopoda","Styloniscidae","Spelunconiscus castroi","CR","Fauna","Invertebrados terrestres"
125,"nao","Isopoda","Styloniscidae","Xangoniscus aganju","EN","Fauna","Invertebrados terrestres"
126,"nao","Isopoda","Styloniscidae","Xangoniscus itacarambiensis","CR","Fauna","Invertebrados terrestres"
127,"nao","Isopoda","Styloniscidae","Xangoniscus odara","EN","Fauna","Invertebrados terrestres"
128,"sim","Lepidoptera","Crambidae","Parapoynx restingalis","VU","Fauna","Invertebrados terrestres"
129,"sim","Lepidoptera","Hesperiidae","Drephalys miersi","EN","Fauna","Invertebrados terrestres"
130,"sim","Lepidoptera","Hesperiidae","Drephalys mourei","CR","Fauna","Invertebrados terrestres"
131,"sim","Lepidoptera","Hesperiidae","Olafia roscius iphimedia","VU","Fauna","Invertebrados terrestres"
132,"sim","Lepidoptera","Hesperiidae","Parelbella polyzona","EN","Fauna","Invertebrados terrestres"
133,"sim","Lepidoptera","Hesperiidae","Pseudocroniades machaon seabrai","CR","Fauna","Invertebrados terrestres"
134,"sim","Lepidoptera","Hesperiidae","Turmosa camposa","EN","Fauna","Invertebrados terrestres"
135,"sim","Lepidoptera","Hesperiidae","Zonia zonia diabo","EN","Fauna","Invertebrados terrestres"
136,"sim","Lepidoptera","Lycaenidae","Arawacus aethesa","EN","Fauna","Invertebrados terrestres"
137,"sim","Lepidoptera","Lycaenidae","Magnastigma julia","EN","Fauna","Invertebrados terrestres"
138,"sim","Lepidoptera","Lycaenidae","Strymon ohausi","EN","Fauna","Invertebrados terrestres"
139,"sim","Lepidoptera","Nymphalidae","Actinote quadra","VU","Fauna","Invertebrados terrestres"
140,"sim","Lepidoptera","Nymphalidae","Actinote zikani","CR","Fauna","Invertebrados terrestres"
141,"nao","Lepidoptera","Nymphalidae","Adelpha atlantica","EN","Fauna","Invertebrados terrestres"
142,"sim","Lepidoptera","Nymphalidae","Dasyophthalma geraensis","CR","Fauna","Invertebrados terrestres"
143,"sim","Lepidoptera","Nymphalidae","Dasyophthalma rusina delanira","EN","Fauna","Invertebrados terrestres"
144,"sim","Lepidoptera","Nymphalidae","Dasyophthalma vertebralis","CR (PEX)","Fauna","Invertebrados terrestres"
145,"sim","Lepidoptera","Nymphalidae","Doxocopa zalmunna","CR (PEX)","Fauna","Invertebrados terrestres"
146,"sim","Lepidoptera","Nymphalidae","Episcada vitrea","EN","Fauna","Invertebrados terrestres"
147,"sim","Lepidoptera","Nymphalidae","Eresia erysice erysice","CR","Fauna","Invertebrados terrestres"
148,"sim","Lepidoptera","Nymphalidae","Euptychia boulleti","CR","Fauna","Invertebrados terrestres"
149,"nao","Lepidoptera","Nymphalidae","Forsterinaria itatiaia","VU","Fauna","Invertebrados terrestres"
150,"sim","Lepidoptera","Nymphalidae","Hamadryas velutina browni","EN","Fauna","Invertebrados terrestres"
151,"sim","Lepidoptera","Nymphalidae","Heliconius nattereri","EN","Fauna","Invertebrados terrestres"
152,"sim","Lepidoptera","Nymphalidae","Hyalyris fiammetta","CR (PEX)","Fauna","Invertebrados terrestres"
153,"sim","Lepidoptera","Nymphalidae","Mcclungia cymo fallens","CR","Fauna","Invertebrados terrestres"
154,"sim","Lepidoptera","Nymphalidae","Melinaea mnasias thera","CR","Fauna","Invertebrados terrestres"
155,"sim","Lepidoptera","Nymphalidae","Morpho epistrophus nikolajewna","CR","Fauna","Invertebrados terrestres"
156,"sim","Lepidoptera","Nymphalidae","Morpho menelaus eberti","CR","Fauna","Invertebrados terrestres"
157,"sim","Lepidoptera","Nymphalidae","Napeogenes rhezia rhezia","CR","Fauna","Invertebrados terrestres"
158,"sim","Lepidoptera","Nymphalidae","Orobrassolis ornamentalis","CR","Fauna","Invertebrados terrestres"
159,"sim","Lepidoptera","Nymphalidae","Pampasatyrus glaucope boenninghauseni","EN","Fauna","Invertebrados terrestres"
160,"nao","Lepidoptera","Nymphalidae","Pampasatyrus glaucope eberti","VU","Fauna","Invertebrados terrestres"
161,"sim","Lepidoptera","Nymphalidae","Pampasatyrus glaucope glaucope","EN","Fauna","Invertebrados terrestres"
162,"sim","Lepidoptera","Nymphalidae","Pampasatyrus gyrtone","EN","Fauna","Invertebrados terrestres"
163,"nao","Lepidoptera","Nymphalidae","Pampasatyrus reticulata gagarini","EN","Fauna","Invertebrados terrestres"
164,"sim","Lepidoptera","Nymphalidae","Paulogramma hydarnis","EN","Fauna","Invertebrados terrestres"
165,"sim","Lepidoptera","Nymphalidae","Polygrapha suprema","EN","Fauna","Invertebrados terrestres"
166,"nao","Lepidoptera","Nymphalidae","Praepedaliodes sequeirae","CR","Fauna","Invertebrados terrestres"
167,"sim","Lepidoptera","Nymphalidae","Prepona deiphile","VU","Fauna","Invertebrados terrestres"
168,"sim","Lepidoptera","Nymphalidae","Scada karschina delicata","CR","Fauna","Invertebrados terrestres"
169,"sim","Lepidoptera","Nymphalidae","Tithorea harmonia caissara","VU","Fauna","Invertebrados terrestres"
170,"nao","Lepidoptera","Nymphalidae","Yphthimoides iserhardi","EN","Fauna","Invertebrados terrestres"
171,"sim","Lepidoptera","Papilionidae","Heraclides himeros baia","EN","Fauna","Invertebrados terrestres"
172,"sim","Lepidoptera","Papilionidae","Heraclides himeros himeros","EN","Fauna","Invertebrados terrestres"
173,"sim","Lepidoptera","Papilionidae","Mimoides lysithous harrisianus","CR","Fauna","Invertebrados terrestres"
174,"sim","Lepidoptera","Papilionidae","Mimoides lysithous sebastianus","VU","Fauna","Invertebrados terrestres"
175,"sim","Lepidoptera","Papilionidae","Parides ascanius","EN","Fauna","Invertebrados terrestres"
176,"sim","Lepidoptera","Papilionidae","Parides bunichus chamissonia","CR","Fauna","Invertebrados terrestres"
177,"sim","Lepidoptera","Papilionidae","Parides burchellanus","CR","Fauna","Invertebrados terrestres"
178,"sim","Lepidoptera","Papilionidae","Parides klagesi","CR","Fauna","Invertebrados terrestres"
179,"sim","Lepidoptera","Papilionidae","Parides panthonus castilhoi","CR","Fauna","Invertebrados terrestres"
180,"sim","Lepidoptera","Papilionidae","Parides tros danunciae","EN","Fauna","Invertebrados terrestres"
181,"sim","Lepidoptera","Pieridae","Charonias theano","EN","Fauna","Invertebrados terrestres"
182,"sim","Lepidoptera","Pieridae","Cunizza hirlanda fulvinota","VU","Fauna","Invertebrados terrestres"
183,"sim","Lepidoptera","Pieridae","Cunizza hirlanda planasia","VU","Fauna","Invertebrados terrestres"
184,"sim","Lepidoptera","Pieridae","Glennia pylotis","EN","Fauna","Invertebrados terrestres"
185,"sim","Lepidoptera","Pieridae","Moschoneura pinthous methymna","VU","Fauna","Invertebrados terrestres"
186,"sim","Lepidoptera","Pieridae","Perrhybris pamela flava","EN","Fauna","Invertebrados terrestres"
187,"sim","Lepidoptera","Riodinidae","Joiceya praeclarus","CR","Fauna","Invertebrados terrestres"
188,"sim","Lepidoptera","Riodinidae","Panara ovifera","VU","Fauna","Invertebrados terrestres"
189,"sim","Lepidoptera","Riodinidae","Petrocerus catiena","EN","Fauna","Invertebrados terrestres"
190,"sim","Lepidoptera","Riodinidae","Rhetus belphegor","CR","Fauna","Invertebrados terrestres"
191,"sim","Lepidoptera","Riodinidae","Voltinia sanarita","EN","Fauna","Invertebrados terrestres"
192,"sim","Lepidoptera","Saturniidae","Dirphia monticola","VU","Fauna","Invertebrados terrestres"
193,"sim","Lepidoptera","Sphingidae","Nyceryx mielkei","CR","Fauna","Invertebrados terrestres"
194,"sim","Opiliones","Cryptogeobiidae","Spinopilar moria","CR","Fauna","Invertebrados terrestres"
195,"sim","Opiliones","Escadabiidae","Spaeleoleptes spaeleus","EN","Fauna","Invertebrados terrestres"
196,"nao","Opiliones","Gerdesiidae","Gonycranaus pluto","VU","Fauna","Invertebrados terrestres"
197,"nao","Opiliones","Gonyleptidae","Discocyrtus pedrosoi","VU","Fauna","Invertebrados terrestres"
198,"sim","Opiliones","Gonyleptidae","Eusarcus elinae","EN","Fauna","Invertebrados terrestres"
199,"sim","Opiliones","Gonyleptidae","Giupponia chagasi","EN","Fauna","Invertebrados terrestres"
200,"sim","Opiliones","Gonyleptidae","Iandumoema setimapocu","VU","Fauna","Invertebrados terrestres"
201,"nao","Opiliones","Gonyleptidae","Iandumoema smeagol","EN","Fauna","Invertebrados terrestres"
202,"sim","Opiliones","Gonyleptidae","Iandumoema uai","CR","Fauna","Invertebrados terrestres"
203,"sim","Opiliones","Gonyleptidae","Pachylospeleus strinatii","CR","Fauna","Invertebrados terrestres"
204,"nao","Opiliones","Kimulidae","Relictopiolus galadriel","CR","Fauna","Invertebrados terrestres"
205,"nao","Orthoptera","Phalangopsidae","Endecous apterus","EN","Fauna","Invertebrados terrestres"
206,"nao","Orthoptera","Phalangopsidae","Endecous peruassuensis","EN","Fauna","Invertebrados terrestres"
207,"nao","Palpigradi","Eukoeneniidae","Eukoenenia cavatica","CR","Fauna","Invertebrados terrestres"
208,"nao","Palpigradi","Eukoeneniidae","Eukoenenia eywa","EN","Fauna","Invertebrados terrestres"
209,"nao","Palpigradi","Eukoeneniidae","Eukoenenia jequitinhonha","CR","Fauna","Invertebrados terrestres"
210,"sim","Palpigradi","Eukoeneniidae","Eukoenenia maquinensis","VU","Fauna","Invertebrados terrestres"
211,"nao","Palpigradi","Eukoeneniidae","Eukoenenia navi","CR","Fauna","Invertebrados terrestres"
212,"nao","Palpigradi","Eukoeneniidae","Eukoenenia neytiri","EN","Fauna","Invertebrados terrestres"
213,"sim","Palpigradi","Eukoeneniidae","Eukoenenia potiguar","VU","Fauna","Invertebrados terrestres"
214,"sim","Palpigradi","Eukoeneniidae","Eukoenenia sagarana","CR","Fauna","Invertebrados terrestres"
215,"sim","Palpigradi","Eukoeneniidae","Eukoenenia spelunca","CR","Fauna","Invertebrados terrestres"
216,"sim","Palpigradi","Eukoeneniidae","Eukoenenia virgemdalapa","CR","Fauna","Invertebrados terrestres"
217,"sim","Palpigradi","Eukoeneniidae","Leptokoenenia pelada","CR","Fauna","Invertebrados terrestres"
218,"sim","Palpigradi","Eukoeneniidae","Leptokoenenia thalassophobica","EN","Fauna","Invertebrados terrestres"
219,"nao","Poduromorpha","Brachystomellidae","Maricaella duna","CR","Fauna","Invertebrados terrestres"
220,"sim","Poduromorpha","Hypogastruridae","Acherontides eleonorae","VU","Fauna","Invertebrados terrestres"
221,"nao","Poduromorpha","Neanuridae","Aethiopella littoralis","CR","Fauna","Invertebrados terrestres"
222,"nao","Poduromorpha","Neanuridae","Arlesia intermedia","CR","Fauna","Invertebrados terrestres"
223,"nao","Poduromorpha","Neanuridae","Hyleanura mendoncae","VU","Fauna","Invertebrados terrestres"
224,"nao","Poduromorpha","Neanuridae","Micranurida fluminensis","CR","Fauna","Invertebrados terrestres"
225,"nao","Poduromorpha","Onychiuridae","Agraphorura mariapetrae","CR","Fauna","Invertebrados terrestres"
226,"nao","Poduromorpha","Tullbergiidae","Mesaphorura maricaensis","CR","Fauna","Invertebrados terrestres"
227,"sim","Polydesmida","Chelodesmidae","Dioplosternus salvatrix","VU","Fauna","Invertebrados terrestres"
228,"sim","Polydesmida","Chelodesmidae","Leodesmus yporangae","EN","Fauna","Invertebrados terrestres"
229,"sim","Polydesmida","Chelodesmidae","Odontopeltis giganteus","VU","Fauna","Invertebrados terrestres"
230,"sim","Polydesmida","Chelodesmidae","Sandalodesmus stramineus","VU","Fauna","Invertebrados terrestres"
231,"sim","Polydesmida","Cryptodesmidae","Peridontodesmella alba","VU","Fauna","Invertebrados terrestres"
232,"nao","Polydesmida","Dobrodesmidae","Dobrodesmus mirabilis","CR","Fauna","Invertebrados terrestres"
233,"sim","Pseudoscorpiones","Bochicidae","Spelaeobochica allodentatus","EN","Fauna","Invertebrados terrestres"
234,"sim","Pseudoscorpiones","Bochicidae","Spelaeobochica iuiu","EN","Fauna","Invertebrados terrestres"
235,"sim","Pseudoscorpiones","Bochicidae","Spelaeobochica muchmorei","CR","Fauna","Invertebrados terrestres"
236,"sim","Pseudoscorpiones","Chernetidae","Maxchernes iporangae","CR","Fauna","Invertebrados terrestres"
237,"sim","Pseudoscorpiones","Chernetidae","Spelaeochernes gracilipalpus","EN","Fauna","Invertebrados terrestres"
238,"sim","Pseudoscorpiones","Chthoniidae","Pseudochthonius biseriatus","EN","Fauna","Invertebrados terrestres"
239,"sim","Pseudoscorpiones","Ideoroncidae","Ideoroncus cavicola","EN","Fauna","Invertebrados terrestres"
240,"sim","Pseudoscorpiones","Olpiidae","Progarypus nigrimanus","CR","Fauna","Invertebrados terrestres"
241,"sim","Pulmonata","Bulimulidae","Thaumastus lundi","CR","Fauna","Invertebrados terrestres"
242,"sim","Pulmonata","Lymnaeidae","Lymnaea rupestris","VU","Fauna","Invertebrados terrestres"
243,"sim","Pulmonata","Odontostomidae","Macrodontes dautzenbergianus","VU","Fauna","Invertebrados terrestres"
244,"sim","Pulmonata","Physidae","Physa marmorata","VU","Fauna","Invertebrados terrestres"
245,"sim","Pulmonata","Planorbidae","Plesiophysa dolichomastix","CR","Fauna","Invertebrados terrestres"
246,"sim","Pulmonata","Succineidae","Succinea lopesi","EN","Fauna","Invertebrados terrestres"
247,"sim","Schizomida","Hubbardiidae","Rowlandius ubajara","CR","Fauna","Invertebrados terrestres"
248,"sim","Scolopendromorpha","Cryptopidae","Cryptops iporangensis","EN","Fauna","Invertebrados terrestres"
249,"sim","Scolopendromorpha","Cryptopidae","Cryptops spelaeoraptor","CR","Fauna","Invertebrados terrestres"
250,"sim","Scolopendromorpha","Scolopendridae","Scolopendropsis duplicata","CR","Fauna","Invertebrados terrestres"
251,"nao","Scolopendromorpha","Scolopocryptopidae","Newportia potiguar","VU","Fauna","Invertebrados terrestres"
252,"nao","Scolopendromorpha","Scolopocryptopidae","Newportia spelaea","CR","Fauna","Invertebrados terrestres"
253,"nao","Scolopendromorpha","Scolopocryptopidae","Scolopocryptops troglocaudatus","EN","Fauna","Invertebrados terrestres"
254,"sim","Scorpiones","Buthidae","Ananteris infuscata","EN","Fauna","Invertebrados terrestres"
255,"sim","Scorpiones","Buthidae","Troglorhopalurus translucidus","EN","Fauna","Invertebrados terrestres"
256,"sim","Scorpiones","Chactidae","Hadrurochactas araripe","CR","Fauna","Invertebrados terrestres"
257,"sim","Scorpiones","Chactidae","Hadrurochactas brejo","CR","Fauna","Invertebrados terrestres"
258,"nao","Spirostreptida","Pseudonannolenidae","Pseudonannolene lundi","CR","Fauna","Invertebrados terrestres"
259,"sim","Spirostreptida","Spirostreptidae","Pseudonannolene ambuatinga","EN","Fauna","Invertebrados terrestres"
260,"sim","Spirostreptida","Spirostreptidae","Pseudonannolene imbirensis","EN","Fauna","Invertebrados terrestres"
261,"sim","Spirostreptida","Spirostreptidae","Pseudonannolene spelaea","CR","Fauna","Invertebrados terrestres"
262,"sim","Spirostreptida","Spirostreptidae","Pseudonannolene tocaiensis","CR","Fauna","Invertebrados terrestres"
263,"sim","Spongillida","Metaniidae","Corvomeyenia epilithosa","VU","Fauna","Invertebrados terrestres"
264,"sim","Stylommatophora","Bulimulidae","Tomigerus gibberulus","EN","Fauna","Invertebrados terrestres"
