"ID","lista_anterior","familia","especie","categoria"
1678,"nao","Lauraceae","Beilschmiedia fluminensis","EN"
1679,"sim","Lauraceae","Beilschmiedia rigida","EN"
1680,"nao","Lauraceae","Beilschmiedia vestita","CR"
1681,"sim","Lauraceae","Cinnamomum erythropus","EN"
1682,"sim","Lauraceae","Cinnamomum hatschbachii","EN"
1683,"sim","Lauraceae","Cinnamomum quadrangulum","VU"
1684,"nao","Lauraceae","Cryptocarya botelhensis","EN"
1685,"nao","Lauraceae","Cryptocarya citriformis","EN"
1686,"nao","Lauraceae","Cryptocarya sellowiana","CR"
1687,"nao","Lauraceae","Cryptocarya velloziana","EN"
1688,"nao","Lauraceae","Cryptocarya wiedensis","CR"
1689,"sim","Lauraceae","Dicypellium caryophyllaceum","CR"
1690,"nao","Lauraceae","Dicypellium manausense","CR"
1691,"nao","Lauraceae","Endlicheria coriacea","EN"
1692,"nao","Lauraceae","Endlicheria lhotzkyi","VU"
1693,"nao","Lauraceae","Mezilaurus decurrens","EN"
1694,"nao","Lauraceae","Mezilaurus duckei","EN"
1695,"nao","Lauraceae","Mezilaurus glabriantha","CR"
1696,"sim","Lauraceae","Mezilaurus itauba","VU"
1697,"nao","Lauraceae","Mezilaurus micrantha","EN"
1698,"nao","Lauraceae","Mezilaurus microphylla","CR"
1699,"sim","Lauraceae","Mezilaurus navalium","CR"
1700,"nao","Lauraceae","Mezilaurus vanderwerffii","VU"
1701,"sim","Lauraceae","Nectandra barbellata","EN"
1702,"sim","Lauraceae","Nectandra grisea","VU"
1703,"sim","Lauraceae","Nectandra paranaensis","EN"
1704,"nao","Lauraceae","Ocotea adamantina","EN"
1705,"nao","Lauraceae","Ocotea arenicola","VU"
1706,"sim","Lauraceae","Ocotea basicordatifolia","EN"
1707,"sim","Lauraceae","Ocotea beulahiae","VU"
1708,"sim","Lauraceae","Ocotea beyrichii","VU"
1709,"sim","Lauraceae","Ocotea bragai","EN"
1710,"nao","Lauraceae","Ocotea calliscypha","EN"
1711,"sim","Lauraceae","Ocotea catharinensis","VU"
1712,"nao","Lauraceae","Ocotea ciliata","EN"
1713,"nao","Lauraceae","Ocotea citrosmoides","VU"
1714,"sim","Lauraceae","Ocotea cryptocarpa","EN"
1715,"nao","Lauraceae","Ocotea douradensis","EN"
1716,"nao","Lauraceae","Ocotea duplocolorata","CR"
1717,"nao","Lauraceae","Ocotea estrellensis","EN"
1718,"sim","Lauraceae","Ocotea felix","EN"
1719,"nao","Lauraceae","Ocotea fragrantissima","EN"
1720,"nao","Lauraceae","Ocotea grandifructa","CR"
1721,"nao","Lauraceae","Ocotea hypoglauca","CR"
1722,"nao","Lauraceae","Ocotea itatiaiae","EN"
1723,"nao","Lauraceae","Ocotea kostermanniana","EN"
1724,"nao","Lauraceae","Ocotea marcescens","EN"
1725,"nao","Lauraceae","Ocotea marumbiensis","EN"
1726,"sim","Lauraceae","Ocotea mosenii","VU"
1727,"nao","Lauraceae","Ocotea odorata","EN"
1728,"sim","Lauraceae","Ocotea odorifera","EN"
1729,"nao","Lauraceae","Ocotea paranaensis","EN"
1730,"nao","Lauraceae","Ocotea pluridomatiata","EN"
1731,"sim","Lauraceae","Ocotea porosa","EN"
1732,"nao","Lauraceae","Ocotea ramosissima","EN"
1733,"nao","Lauraceae","Ocotea revolutifolia","EN"
1734,"nao","Lauraceae","Ocotea rohweri","EN"
1735,"nao","Lauraceae","Ocotea schwackeana","EN"
1736,"sim","Lauraceae","Ocotea serrana","EN"
1737,"nao","Lauraceae","Ocotea sperata","CR"
1738,"nao","Lauraceae","Ocotea sulcata","VU"
1739,"sim","Lauraceae","Ocotea tabacifolia","EN"
1740,"nao","Lauraceae","Ocotea thinicola","CR"
1741,"nao","Lauraceae","Ocotea vegrandis","VU"
1742,"nao","Lauraceae","Ocotea virgultosa","EN"
1743,"nao","Lauraceae","Persea fusca","EN"
1744,"sim","Lauraceae","Persea glabra","EN"
1745,"nao","Lauraceae","Persea microphylla","VU"
1746,"sim","Lauraceae","Persea obovata","CR"
1747,"sim","Lauraceae","Persea pedunculosa","EN"
1748,"nao","Lauraceae","Pleurothyrium amplifolium","CR"
1749,"nao","Lauraceae","Pleurothyrium prancei","VU"
1750,"nao","Lauraceae","Rhodostemonodaphne anomala","EN"
1751,"sim","Lauraceae","Rhodostemonodaphne capixabensis","EN"
1752,"sim","Lauraceae","Rhodostemonodaphne parvifolia","VU"
1753,"sim","Lauraceae","Rhodostemonodaphne recurva","VU"
1754,"sim","Lauraceae","Urbanodendron bahiense","EN"
1755,"sim","Lauraceae","Williamodendron cinnamomeum","CR"
1756,"sim","Lecythidaceae","Bertholletia excelsa","VU"
1757,"sim","Lecythidaceae","Cariniana ianeirensis","EN"
1758,"sim","Lecythidaceae","Cariniana legalis","EN"
1759,"sim","Lecythidaceae","Cariniana parvifolia","EN"
1760,"sim","Lecythidaceae","Couratari asterotricha","EN"
1761,"sim","Lecythidaceae","Couratari pyramidata","EN"
1762,"sim","Lecythidaceae","Eschweilera alvimii","EN"
1763,"nao","Lecythidaceae","Eschweilera complanata","EN"
1764,"sim","Lecythidaceae","Eschweilera compressa","EN"
1765,"nao","Lecythidaceae","Eschweilera mattos-silvae","VU"
1766,"nao","Lecythidaceae","Eschweilera rankiniae","EN"
1767,"nao","Lecythidaceae","Eschweilera romeu-cardosoi","EN"
1768,"nao","Lecythidaceae","Eschweilera sphaerocarpa","CR"
1769,"sim","Lecythidaceae","Eschweilera subcordata","CR"
1770,"sim","Lecythidaceae","Eschweilera tetrapetala","EN"
1771,"nao","Lecythidaceae","Gustavia longifolia","EN"
1772,"sim","Lecythidaceae","Lecythis schwackei","CR"
1773,"sim","Lejeuneaceae","Blepharolejeunea securifolia","EN"
1774,"sim","Lejeuneaceae","Bromeliophila natans","EN"
1775,"sim","Lejeuneaceae","Drepanolejeunea aculeata","EN"
1776,"sim","Lejeuneaceae","Myriocoleopsis fluviatilis","VU"
1777,"sim","Lentibulariaceae","Genlisea lobata","EN"
1778,"nao","Lentibulariaceae","Utricularia geminiloba","VU"
1779,"sim","Lentibulariaceae","Utricularia tridentata","VU"
1780,"sim","Lepidoziaceae","Paracromastigum dusenii","EN"
1781,"sim","Linaceae","Linum smithii","EN"
1782,"sim","Loasaceae","Aosa uleana","CR"
1783,"sim","Loganiaceae","Spigelia amplexicaulis","EN"
1784,"sim","Loganiaceae","Spigelia cipoensis","CR"
1785,"sim","Loganiaceae","Spigelia flava","VU"
1786,"sim","Loganiaceae","Spigelia kuhlmannii","EN"
1787,"sim","Loganiaceae","Spigelia lundiana","EN"
1788,"sim","Loganiaceae","Spigelia vestita","EN"
1789,"nao","Loganiaceae","Strychnos dantaensis","CR"
1790,"nao","Loganiaceae","Strychnos jacarepiensis","CR"
1791,"sim","Lycopodiaceae","Diphasium jussiaei","EN"
1792,"sim","Lycopodiaceae","Palhinhaea bradei","EN"
1793,"sim","Lycopodiaceae","Phlegmariurus aqualupianus","EN"
1794,"sim","Lycopodiaceae","Phlegmariurus christii","EN"
1795,"sim","Lycopodiaceae","Phlegmariurus hemleri","CR"
1796,"sim","Lycopodiaceae","Phlegmariurus itambensis","EN"
1797,"sim","Lycopodiaceae","Phlegmariurus martii","EN"
1798,"sim","Lycopodiaceae","Phlegmariurus mollicomus","EN"
1799,"sim","Lycopodiaceae","Phlegmariurus mooreanus","EN"
1800,"sim","Lycopodiaceae","Phlegmariurus nudus","EN"
1801,"sim","Lycopodiaceae","Phlegmariurus regnellii","CR"
1802,"sim","Lycopodiaceae","Phlegmariurus ruber","CR"
1803,"sim","Lycopodiaceae","Phlegmariurus sellowianus","VU"
1804,"sim","Lycopodiaceae","Phlegmariurus taxifolius","EN"
1805,"sim","Lycopodiaceae","Phlegmariurus treitubensis","CR"
1806,"sim","Lythraceae","Cuphea adenophylla","CR"
1807,"sim","Lythraceae","Cuphea arenarioides","VU"
1808,"sim","Lythraceae","Cuphea bahiensis","EN"
1809,"sim","Lythraceae","Cuphea cipoensis","EN"
1810,"sim","Lythraceae","Cuphea cuiabensis","EN"
1811,"sim","Lythraceae","Cuphea glaziovii","EN"
1812,"sim","Lythraceae","Cuphea lindmaniana","EN"
1813,"sim","Lythraceae","Cuphea rubrovirens","CR"
1814,"sim","Lythraceae","Cuphea teleandra","CR"
1815,"sim","Lythraceae","Diplusodon aggregatifolius","EN"
1816,"sim","Lythraceae","Diplusodon argyrophyllus","CR"
1817,"sim","Lythraceae","Diplusodon ericoides","CR"
1818,"sim","Lythraceae","Diplusodon glaziovii","CR"
1819,"sim","Lythraceae","Diplusodon gracilis","CR"
1820,"sim","Lythraceae","Diplusodon hatschbachii","VU"
1821,"sim","Lythraceae","Diplusodon minasensis","EN"
1822,"sim","Lythraceae","Diplusodon orbicularis","VU"
1823,"sim","Lythraceae","Diplusodon ovatus","EN"
1824,"sim","Lythraceae","Diplusodon panniculatus","CR"
1825,"sim","Lythraceae","Diplusodon retroimbricatus","CR"
1826,"sim","Lythraceae","Diplusodon villosissimus","VU"
1827,"nao","Lythraceae","Lafoensia glyptocarpa","EN"
1828,"sim","Lythraceae","Lafoensia nummularifolia","VU"
1829,"nao","Malpighiaceae","Acmanthera cowanii","VU"
1830,"nao","Malpighiaceae","Acmanthera fernandesii","CR"
1831,"nao","Malpighiaceae","Acmanthera latifolia","VU"
1832,"nao","Malpighiaceae","Acmanthera longifolia","CR"
1833,"nao","Malpighiaceae","Acmanthera parviflora","EN"
1834,"sim","Malpighiaceae","Banisteriopsis andersonii","VU"
1835,"nao","Malpighiaceae","Banisteriopsis arborea","EN"
1836,"sim","Malpighiaceae","Banisteriopsis basifixa","VU"
1837,"sim","Malpighiaceae","Banisteriopsis cipoensis","EN"
1838,"sim","Malpighiaceae","Banisteriopsis hatschbachii","EN"
1839,"sim","Malpighiaceae","Banisteriopsis hirsuta","EN"
1840,"sim","Malpighiaceae","Banisteriopsis magdalenensis","CR"
1841,"sim","Malpighiaceae","Banisteriopsis pseudojanusia","CR"
1842,"sim","Malpighiaceae","Banisteriopsis sellowiana","VU"
1843,"sim","Malpighiaceae","Bunchosia itacarensis","CR"
1844,"sim","Malpighiaceae","Bunchosia pernambucana","EN"
1845,"sim","Malpighiaceae","Byrsonima alvimii","EN"
1846,"sim","Malpighiaceae","Byrsonima brachybotrya","VU"
1847,"sim","Malpighiaceae","Byrsonima cipoensis","EN"
1848,"sim","Malpighiaceae","Byrsonima fonsecae","EN"
1849,"nao","Malpighiaceae","Byrsonima frondosa","EN"
1850,"nao","Malpighiaceae","Byrsonima hirsuta","EN"
1851,"sim","Malpighiaceae","Byrsonima lanulosa","EN"
1852,"nao","Malpighiaceae","Byrsonima martiana","CR"
1853,"sim","Malpighiaceae","Byrsonima microphylla","EN"
1854,"nao","Malpighiaceae","Byrsonima minarum","EN"
1855,"sim","Malpighiaceae","Byrsonima onishiana","EN"
1856,"nao","Malpighiaceae","Byrsonima rodriguesii","EN"
1857,"nao","Malpighiaceae","Byrsonima souzae","EN"
1858,"nao","Malpighiaceae","Byrsonima spinensis","EN"
1859,"nao","Malpighiaceae","Byrsonima vernicosa","VU"
1860,"sim","Malpighiaceae","Camarea elongata","VU"
1861,"sim","Malpighiaceae","Camarea humifusa","EN"
1862,"sim","Malpighiaceae","Camarea linearifolia","CR"
1863,"sim","Malpighiaceae","Diplopterys sepium","EN"
1864,"sim","Malpighiaceae","Heladena multiflora","EN"
1865,"sim","Malpighiaceae","Heteropterys admirabilis","EN"
1866,"sim","Malpighiaceae","Heteropterys aliciae","CR"
1867,"sim","Malpighiaceae","Heteropterys bahiensis","CR"
1868,"sim","Malpighiaceae","Heteropterys brasiliensis","EN"
1869,"sim","Malpighiaceae","Heteropterys bullata","EN"
1870,"sim","Malpighiaceae","Heteropterys capixaba","EN"
1871,"sim","Malpighiaceae","Heteropterys conformis","CR"
1872,"sim","Malpighiaceae","Heteropterys crinigera","VU"
1873,"sim","Malpighiaceae","Heteropterys dusenii","VU"
1874,"sim","Malpighiaceae","Heteropterys fragilis","EN"
1875,"sim","Malpighiaceae","Heteropterys hatschbachii","CR"
1876,"sim","Malpighiaceae","Heteropterys marginata","EN"
1877,"sim","Malpighiaceae","Heteropterys megaptera","EN"
1878,"sim","Malpighiaceae","Heteropterys oberdanii","VU"
1879,"sim","Malpighiaceae","Heteropterys sanctorum","CR"
1880,"nao","Malpighiaceae","Heteropterys sincorensis","EN"
1881,"sim","Malpighiaceae","Heteropterys ternstroemiifolia","EN"
1882,"sim","Malpighiaceae","Heteropterys thyrsoidea","EN"
1883,"sim","Malpighiaceae","Hiraea bullata","VU"
1884,"nao","Malpighiaceae","Janusia diminuta","CR"
1885,"sim","Malpighiaceae","Janusia linearifolia","VU"
1886,"sim","Malpighiaceae","Janusia occhionii","EN"
1887,"sim","Malpighiaceae","Janusia schwannioides","EN"
1888,"nao","Malpighiaceae","Lophanthera pendula","EN"
1889,"sim","Malpighiaceae","Mezia araujoi","EN"
1890,"sim","Malpighiaceae","Peixotoa adenopoda","EN"
1891,"sim","Malpighiaceae","Peixotoa andersonii","CR"
1892,"sim","Malpighiaceae","Peixotoa bahiana","CR"
1893,"sim","Malpighiaceae","Peixotoa barnebyi","EN"
1894,"sim","Malpighiaceae","Peixotoa catarinensis","EN"
1895,"sim","Malpighiaceae","Peixotoa cipoana","EN"
1896,"sim","Malpighiaceae","Peixotoa psilophylla","VU"
1897,"nao","Malpighiaceae","Pterandra evansii","VU"
1898,"nao","Malpighiaceae","Stigmaphyllon affine","VU"
1899,"sim","Malpighiaceae","Stigmaphyllon bradei","CR"
1900,"sim","Malpighiaceae","Stigmaphyllon carautae","CR"
1901,"sim","Malpighiaceae","Stigmaphyllon crenatum","EN"
1902,"sim","Malpighiaceae","Stigmaphyllon glabrum","CR"
1903,"sim","Malpighiaceae","Stigmaphyllon harleyi","EN"
1904,"sim","Malpighiaceae","Stigmaphyllon macedoanum","CR"
1905,"sim","Malpighiaceae","Stigmaphyllon matogrossense","CR"
1906,"sim","Malpighiaceae","Stigmaphyllon vitifolium","CR"
1907,"sim","Malpighiaceae","Thryallis laburnum","VU"
1908,"sim","Malpighiaceae","Thryallis parviflora","EN"
1909,"sim","Malvaceae","Abutilon anodoides","EN"
1910,"nao","Malvaceae","Abutilon esculentum","EN"
1911,"nao","Malvaceae","Abutilon macrophyllum","CR"
1912,"sim","Malvaceae","Abutilon nigricans","CR"
1913,"nao","Malvaceae","Apeiba trombetensis","CR"
1914,"nao","Malvaceae","Bastardiopsis grewiifolia","CR"
1915,"nao","Malvaceae","Callianthe bezerrae","EN"
1916,"nao","Malvaceae","Callianthe latipetala","EN"
1917,"nao","Malvaceae","Callianthe sellowiana","EN"
1918,"sim","Malvaceae","Calyculogygas uruguayensis","EN"
1919,"sim","Malvaceae","Calyptraemalva catharinensis","EN"
1920,"nao","Malvaceae","Catostemma albuquerquei","EN"
1921,"nao","Malvaceae","Ceiba crispiflora","EN"
1922,"nao","Malvaceae","Ceiba rubriflora","EN"
1923,"nao","Malvaceae","Christiana macrodon","EN"
1924,"nao","Malvaceae","Eriotheca bahiensis","EN"
1925,"nao","Malvaceae","Eriotheca dolichopoda","VU"
1926,"nao","Malvaceae","Eriotheca longipedicellata","VU"
1927,"nao","Malvaceae","Eriotheca longipes","EN"
1928,"nao","Malvaceae","Eriotheca parvifolia","EN"
1929,"nao","Malvaceae","Eriotheca saxicola","CR"
1930,"nao","Malvaceae","Gaya gaudichaudiana","EN"
1931,"nao","Malvaceae","Gossypium mustelinum","EN"
1932,"nao","Malvaceae","Hibiscus peterianus","EN"
1933,"sim","Malvaceae","Hochreutinera hasslerana","EN"
1934,"nao","Malvaceae","Mollia nitida","VU"
1935,"sim","Malvaceae","Monteiroa smithii","EN"
1936,"nao","Malvaceae","Pachira calophylla","EN"
1937,"nao","Malvaceae","Pachira moreirae","CR"
1938,"nao","Malvaceae","Pachira tocantina","EN"
1939,"sim","Malvaceae","Pavonia almasana","EN"
1940,"nao","Malvaceae","Pavonia cauliflora","CR"
1941,"nao","Malvaceae","Pavonia ciliata","CR"
1942,"nao","Malvaceae","Pavonia crassipedicellata","EN"
1943,"nao","Malvaceae","Pavonia crispa","CR"
1944,"nao","Malvaceae","Pavonia ducke-limae","CR"
1945,"nao","Malvaceae","Pavonia gerleniae","CR"
1946,"nao","Malvaceae","Pavonia goetheoides","EN"
1947,"sim","Malvaceae","Pavonia grazielae","VU"
1948,"sim","Malvaceae","Pavonia hatschbachii","EN"
1949,"nao","Malvaceae","Pavonia macrobracteolata","CR"
1950,"nao","Malvaceae","Pavonia morii","EN"
1951,"nao","Malvaceae","Pavonia sancti","CR"
1952,"nao","Malvaceae","Pavonia semiserrata","EN"
1953,"nao","Malvaceae","Pavonia spectabilis","CR"
1954,"sim","Malvaceae","Pavonia spiciformis","EN"
1955,"nao","Malvaceae","Pavonia stipularis","CR"
1956,"nao","Malvaceae","Pseudobombax calcicola","EN"
1957,"nao","Malvaceae","Pseudobombax petropolitanum","EN"
1958,"nao","Malvaceae","Quararibea angustifolia","EN"
1959,"nao","Malvaceae","Waltheria polyantha","CR"
1960,"nao","Marantaceae","Goeppertia dorothyae","CR"
1961,"nao","Marantaceae","Goeppertia fatimae","VU"
1962,"nao","Marantaceae","Goeppertia reginae","CR"
1963,"nao","Marantaceae","Goeppertia sphaerocephala","EN"
1964,"sim","Marantaceae","Goeppertia tuberosa","EN"
1965,"sim","Marantaceae","Goeppertia widgrenii","EN"
1966,"sim","Marantaceae","Ischnosiphon ovatus","EN"
1967,"sim","Marantaceae","Saranthe composita","VU"
1968,"nao","Marcgraviaceae","Marcgravia comosa","EN"
1969,"sim","Marchantiaceae","Marchantia berteroana","EN"
1970,"sim","Marsileaceae","Regnellidium diphyllum","VU"
1971,"nao","Melastomataceae","Bellucia nigricans","VU"
1972,"sim","Melastomataceae","Bertolonia angustifolia","CR"
1973,"sim","Melastomataceae","Bertolonia formosa","CR"
1974,"sim","Melastomataceae","Bertolonia foveolata","EN"
1975,"sim","Melastomataceae","Bertolonia hoehneana","CR"
1976,"sim","Melastomataceae","Bertolonia leuzeana","EN"
1977,"nao","Melastomataceae","Bertolonia organensis","CR"
1978,"sim","Melastomataceae","Bertolonia paranaensis","EN"
1979,"nao","Melastomataceae","Bertolonia valenteana","CR"
1980,"sim","Melastomataceae","Cambessedesia atropurpurea","VU"
1981,"sim","Melastomataceae","Cambessedesia gracilis","EN"
1982,"sim","Melastomataceae","Cambessedesia hermogenesii","EN"
1983,"sim","Melastomataceae","Cambessedesia weddellii","VU"
1984,"sim","Melastomataceae","Cambessedesia wurdackii","VU"
1985,"sim","Melastomataceae","Eriocnema acaulis","EN"
1986,"sim","Melastomataceae","Huberia carvalhoi","EN"
1987,"nao","Melastomataceae","Huberia cordifolia","EN"
1988,"nao","Melastomataceae","Huberia corymbosa","EN"
1989,"nao","Melastomataceae","Huberia edmundoi","CR"
1990,"sim","Melastomataceae","Huberia espiritosantensis","VU"
1991,"nao","Melastomataceae","Huberia glazioviana","EN"
1992,"nao","Melastomataceae","Huberia hirsuta","VU"
1993,"nao","Melastomataceae","Huberia huberioides","EN"
1994,"nao","Melastomataceae","Huberia limae","VU"
1995,"nao","Melastomataceae","Huberia magdalenensis","VU"
1996,"nao","Melastomataceae","Huberia minor","EN"
1997,"nao","Melastomataceae","Huberia mourae","VU"
1998,"nao","Melastomataceae","Huberia organensis","EN"
1999,"nao","Melastomataceae","Huberia piranii","EN"
2000,"sim","Melastomataceae","Lavoisiera cordata","VU"
2001,"nao","Melastomataceae","Lavoisiera nervulosa","EN"
2002,"nao","Melastomataceae","Leandra alpestris","VU"
2003,"nao","Melastomataceae","Leandra altomacaensis","CR"
2004,"nao","Melastomataceae","Leandra atroviridis","EN"
2005,"nao","Melastomataceae","Leandra breviflora","EN"
2006,"nao","Melastomataceae","Leandra chaetocalyx","VU"
2007,"nao","Melastomataceae","Leandra cogniauxii","EN"
2008,"nao","Melastomataceae","Leandra dentata","EN"
2009,"nao","Melastomataceae","Leandra fallacissima","EN"
2010,"sim","Melastomataceae","Leandra hatschbachii","EN"
2011,"nao","Melastomataceae","Leandra loligomorpha","CR"
2012,"nao","Melastomataceae","Leandra magdalenensis","EN"
2013,"nao","Melastomataceae","Leandra mollis","EN"
2014,"nao","Melastomataceae","Leandra mourae","CR"
2015,"nao","Melastomataceae","Leandra multisetosa","VU"
2016,"nao","Melastomataceae","Leandra niangaeformis","EN"
2017,"nao","Melastomataceae","Leandra organensis","EN"
2018,"nao","Melastomataceae","Leandra pennipilis","EN"
2019,"nao","Melastomataceae","Leandra rubida","VU"
2020,"nao","Melastomataceae","Leandra sphaerocarpa","VU"
2021,"nao","Melastomataceae","Leandra xantholasia","EN"
2022,"nao","Melastomataceae","Macairea cuieirasii","EN"
2023,"sim","Melastomataceae","Marcetia alba","CR"
2024,"sim","Melastomataceae","Marcetia bahiana","EN"
2025,"sim","Melastomataceae","Marcetia formosa","EN"
2026,"sim","Melastomataceae","Marcetia hatschbachii","EN"
2027,"sim","Melastomataceae","Marcetia luetzelburgii","EN"
2028,"sim","Melastomataceae","Marcetia lychnophoroides","EN"
2029,"sim","Melastomataceae","Marcetia nummularia","EN"
2030,"sim","Melastomataceae","Marcetia oxycoccoides","EN"
2031,"sim","Melastomataceae","Marcetia semiriana","EN"
2032,"sim","Melastomataceae","Marcetia shepherdii","EN"
2033,"sim","Melastomataceae","Marcetia viscida","VU"
2034,"sim","Melastomataceae","Meriania calophylla","EN"
2035,"nao","Melastomataceae","Meriania calyptrata","EN"
2036,"nao","Melastomataceae","Meriania excelsa","CR"
2037,"nao","Melastomataceae","Meriania glabra","VU"
2038,"nao","Melastomataceae","Meriania glazioviana","EN"
2039,"nao","Melastomataceae","Meriania inflata","CR"
2040,"nao","Melastomataceae","Meriania longipes","EN"
2041,"nao","Melastomataceae","Meriania robusta","EN"
2042,"sim","Melastomataceae","Merianthera burlemarxii","EN"
2043,"nao","Melastomataceae","Merianthera eburnea","EN"
2044,"sim","Melastomataceae","Merianthera pulchra","VU"
2045,"nao","Melastomataceae","Merianthera sipolisii","VU"
2046,"nao","Melastomataceae","Merianthera verrucosa","EN"
2047,"sim","Melastomataceae","Miconia angelana","VU"
2048,"nao","Melastomataceae","Miconia bradeana","EN"
2049,"sim","Melastomataceae","Miconia capixaba","EN"
2050,"nao","Melastomataceae","Miconia castaneiflora","VU"
2051,"nao","Melastomataceae","Miconia cinerea","CR"
2052,"sim","Melastomataceae","Miconia cipoensis","EN"
2053,"nao","Melastomataceae","Miconia comptifolia","EN"
2054,"nao","Melastomataceae","Miconia cowanii","EN"
2055,"nao","Melastomataceae","Miconia elaeodendron","VU"
2056,"nao","Melastomataceae","Miconia laevigata","EN"
2057,"nao","Melastomataceae","Miconia lurida","EN"
2058,"sim","Melastomataceae","Miconia mendoncae","VU"
2059,"nao","Melastomataceae","Miconia molesta","EN"
2060,"sim","Melastomataceae","Miconia penduliflora","EN"
2061,"sim","Melastomataceae","Miconia picinguabensis","CR"
2062,"nao","Melastomataceae","Miconia rondoniensis","EN"
2063,"nao","Melastomataceae","Miconia rufipila","CR"
2064,"nao","Melastomataceae","Miconia subvernicosa","VU"
2065,"nao","Melastomataceae","Miconia umbrosa","EN"
2066,"nao","Melastomataceae","Miconia valentinensis","CR"
2067,"sim","Melastomataceae","Microlicia canastrensis","EN"
2068,"sim","Melastomataceae","Microlicia cuspidifolia","CR"
2069,"sim","Melastomataceae","Microlicia flava","EN"
2070,"sim","Melastomataceae","Microlicia glazioviana","EN"
2071,"sim","Melastomataceae","Microlicia humilis","VU"
2072,"sim","Melastomataceae","Microlicia macedoi","EN"
2073,"sim","Melastomataceae","Microlicia microphylla","CR"
2074,"sim","Melastomataceae","Microlicia obtusifolia","EN"
2075,"sim","Melastomataceae","Microlicia psammophila","EN"
2076,"nao","Melastomataceae","Mouriri arenicola","CR"
2077,"nao","Melastomataceae","Mouriri bahiensis","EN"
2078,"nao","Melastomataceae","Mouriri doriana","EN"
2079,"nao","Melastomataceae","Mouriri gardneri","VU"
2080,"nao","Melastomataceae","Mouriri pranceana","VU"
2081,"nao","Melastomataceae","Mouriri regeliana","EN"
2082,"nao","Melastomataceae","Ossaea suprabasalis","EN"
2083,"sim","Melastomataceae","Ossaea warmingiana","VU"
2084,"nao","Melastomataceae","Pleiochiton micranthum","VU"
2085,"nao","Melastomataceae","Pleiochiton parvifolium","EN"
2086,"sim","Melastomataceae","Pleroma apparicioi","EN"
2087,"nao","Melastomataceae","Pleroma axillare","EN"
2088,"nao","Melastomataceae","Pleroma benthamianum","EN"
2089,"sim","Melastomataceae","Pleroma bergianum","EN"
2090,"nao","Melastomataceae","Pleroma boraceiense","VU"
2091,"sim","Melastomataceae","Pleroma boudetii","EN"
2092,"sim","Melastomataceae","Pleroma castellense","CR"
2093,"nao","Melastomataceae","Pleroma cleistoflorum","CR"
2094,"nao","Melastomataceae","Pleroma cristatum","EN"
2095,"nao","Melastomataceae","Pleroma elegans","EN"
2096,"nao","Melastomataceae","Pleroma fragae","CR"
2097,"nao","Melastomataceae","Pleroma goldenbergii","CR"
2098,"nao","Melastomataceae","Pleroma hirsutissimum","CR"
2099,"sim","Melastomataceae","Pleroma integerrimum","EN"
2100,"nao","Melastomataceae","Pleroma kuhlmannii","CR"
2101,"nao","Melastomataceae","Pleroma maximilianum","EN"
2102,"sim","Melastomataceae","Pleroma minus","VU"
2103,"nao","Melastomataceae","Pleroma mirabile","EN"
2104,"nao","Melastomataceae","Pleroma pallidum","CR"
2105,"sim","Melastomataceae","Pleroma quartzophilum","EN"
2106,"sim","Melastomataceae","Pleroma riedelianum","EN"
2107,"nao","Melastomataceae","Pleroma rigidulum","EN"
2108,"nao","Melastomataceae","Pleroma thereminianum","EN"
2109,"nao","Melastomataceae","Pleroma virgatum","CR"
2110,"sim","Melastomataceae","Pleroma wurdackianum","VU"
2111,"sim","Melastomataceae","Rhynchanthera latifolia","VU"
2112,"sim","Melastomataceae","Rupestrea carvalhoana","CR"
2113,"sim","Melastomataceae","Rupestrea johnwurdackiana","EN"
2114,"nao","Melastomataceae","Tococa macroptera","VU"
2115,"sim","Melastomataceae","Trembleya calycina","EN"
2116,"sim","Melastomataceae","Trembleya chamissoana","EN"
2117,"sim","Melastomataceae","Trembleya hatschbachii","EN"
2118,"nao","Melastomataceae","Trembleya pentagona","VU"
2119,"nao","Melastomataceae","Trembleya pithyoides","CR"
2120,"sim","Meliaceae","Cedrela fissilis","VU"
2121,"sim","Meliaceae","Cedrela odorata","VU"
2122,"nao","Meliaceae","Guarea gracilis","VU"
2123,"sim","Meliaceae","Swietenia macrophylla","VU"
2124,"sim","Meliaceae","Trichilia blanchetii","VU"
2125,"sim","Meliaceae","Trichilia florbranca","CR"
2126,"sim","Meliaceae","Trichilia magnifoliola","VU"
2127,"sim","Meliaceae","Trichilia micropetala","EN"
2128,"sim","Meliaceae","Trichilia stellato-tomentosa","VU"
2129,"nao","Menispermaceae","Disciphania sagittaria","EN"
2130,"nao","Metteniusaceae","Emmotum floribundum","VU"
2131,"sim","Metzgeriaceae","Metzgeria hegewaldii","EN"
2132,"sim","Microteaceae","Microtea bahiensis","EN"
2133,"sim","Microteaceae","Microtea papilosa","VU"
2134,"sim","Monimiaceae","Macropeplus friburgensis","CR"
2135,"nao","Monimiaceae","Mollinedia acutissima","VU"
2136,"nao","Monimiaceae","Mollinedia dolichotricha","EN"
2137,"sim","Monimiaceae","Mollinedia eugeniifolia","CR"
2138,"nao","Monimiaceae","Mollinedia glaziovii","EN"
2139,"nao","Monimiaceae","Mollinedia howeana","EN"
2140,"nao","Monimiaceae","Mollinedia jorgearum","CR"
2141,"nao","Monimiaceae","Mollinedia stenophylla","CR"
