"ID","lista_anterior","familia","especie","categoria"
3082,"sim","Thelypteridaceae","Amauropelta novaeana","CR"
3083,"sim","Thelypteridaceae","Goniopteris cutiataensis","EN"
3084,"sim","Thelypteridaceae","Goniopteris littoralis","EN"
3085,"sim","Thelypteridaceae","Goniopteris montana","VU"
3086,"sim","Thelypteridaceae","Goniopteris multigemmifera","CR"
3087,"nao","Thelypteridaceae","Goniopteris refracta","EN"
3088,"nao","Thymelaeaceae","Daphnopsis filipedunculata","EN"
3089,"nao","Thymelaeaceae","Daphnopsis pseudosalix","EN"
3090,"nao","Thymelaeaceae","Funifera brasiliensis","VU"
3091,"nao","Thymelaeaceae","Funifera insulae","CR"
3092,"nao","Trigoniaceae","Trigonia littoralis","EN"
3093,"sim","Trigoniaceae","Trigoniodendron spiritusanctense","EN"
3094,"sim","Tropaeolaceae","Tropaeolum warmingianum","EN"
3095,"nao","Urticaceae","Coussapoa curranii","EN"
3096,"nao","Urticaceae","Coussapoa floccosa","EN"
3097,"nao","Urticaceae","Coussapoa pachyphylla","EN"
3098,"sim","Urticaceae","Pilea aparadensis","CR"
3099,"sim","Urticaceae","Pilea flammula","VU"
3100,"nao","Urticaceae","Pourouma formicarum","EN"
3101,"nao","Velloziaceae","Barbacenia brevifolia","EN"
3102,"sim","Velloziaceae","Barbacenia delicatula","EN"
3103,"sim","Velloziaceae","Barbacenia exscapa","CR"
3104,"nao","Velloziaceae","Barbacenia fannieae","VU"
3105,"nao","Velloziaceae","Barbacenia gaveensis","CR"
3106,"sim","Velloziaceae","Barbacenia glutinosa","CR"
3107,"sim","Velloziaceae","Barbacenia gounelleana","EN"
3108,"sim","Velloziaceae","Barbacenia longiscapa","CR"
3109,"sim","Velloziaceae","Barbacenia paranaensis","EN"
3110,"sim","Velloziaceae","Barbacenia pungens","CR"
3111,"sim","Velloziaceae","Barbacenia riparia","CR"
3112,"sim","Velloziaceae","Barbacenia rodriguesii","EN"
3113,"nao","Velloziaceae","Barbacenia seubertiana","EN"
3114,"sim","Velloziaceae","Barbacenia spectabilis","EN"
3115,"sim","Velloziaceae","Barbacenia spiralis","EN"
3116,"sim","Velloziaceae","Vellozia alata","EN"
3117,"sim","Velloziaceae","Vellozia armata","EN"
3118,"sim","Velloziaceae","Vellozia barbata","EN"
3119,"sim","Velloziaceae","Vellozia canelinha","CR"
3120,"sim","Velloziaceae","Vellozia gigantea","EN"
3121,"sim","Velloziaceae","Vellozia glabra","EN"
3122,"sim","Velloziaceae","Vellozia hatschbachii","EN"
3123,"sim","Velloziaceae","Vellozia lilacina","EN"
3124,"sim","Velloziaceae","Vellozia metzgerae","EN"
3125,"sim","Velloziaceae","Vellozia nuda","EN"
3126,"sim","Velloziaceae","Vellozia patens","EN"
3127,"sim","Velloziaceae","Vellozia piresiana","EN"
3128,"sim","Velloziaceae","Vellozia pulchra","EN"
3129,"sim","Velloziaceae","Vellozia sessilis","EN"
3130,"sim","Velloziaceae","Vellozia streptophylla","EN"
3131,"sim","Velloziaceae","Vellozia subalata","EN"
3132,"nao","Verbenaceae","Aloysia cordata","EN"
3133,"sim","Verbenaceae","Aloysia hatschbachii","EN"
3134,"sim","Verbenaceae","Lippia bradei","VU"
3135,"sim","Verbenaceae","Lippia bromleyana","EN"
3136,"sim","Verbenaceae","Lippia elliptica","VU"
3137,"sim","Verbenaceae","Lippia insignis","VU"
3138,"sim","Verbenaceae","Lippia morii","EN"
3139,"sim","Verbenaceae","Lippia pumila","EN"
3140,"sim","Verbenaceae","Lippia rhodocnemis","EN"
3141,"sim","Verbenaceae","Recordia reitzii","VU"
3142,"sim","Verbenaceae","Stachytarpheta almasensis","EN"
3143,"sim","Verbenaceae","Stachytarpheta procumbens","EN"
3144,"sim","Verbenaceae","Stachytarpheta radlkoferiana","VU"
3145,"sim","Violaceae","Hybanthus albus","CR"
3146,"sim","Violaceae","Pombalia strigoides","EN"
3147,"nao","Violaceae","Rinorea laevigata","EN"
3148,"sim","Violaceae","Rinorea longistipulata","EN"
3149,"sim","Violaceae","Rinorea ramiziana","EN"
3150,"sim","Violaceae","Viola gracillima","EN"
3151,"sim","Vitaceae","Cissus apendiculata","EN"
3152,"sim","Vitaceae","Cissus inundata","VU"
3153,"nao","Vochysiaceae","Callisthene dryadum","CR"
3154,"nao","Vochysiaceae","Callisthene erythroclada","EN"
3155,"sim","Vochysiaceae","Callisthene inundata","EN"
3156,"nao","Vochysiaceae","Callisthene kuhlmannii","EN"
3157,"sim","Vochysiaceae","Erisma arietinum","EN"
3158,"nao","Vochysiaceae","Erisma fuscum","EN"
3159,"sim","Vochysiaceae","Qualea coerulea","EN"
3160,"nao","Vochysiaceae","Qualea hannekesaskiarum","EN"
3161,"nao","Vochysiaceae","Qualea insignis","VU"
3162,"nao","Vochysiaceae","Qualea labouriauana","VU"
3163,"nao","Vochysiaceae","Qualea lundii","EN"
3164,"sim","Vochysiaceae","Qualea magna","EN"
3165,"sim","Vochysiaceae","Vochysia angelica","EN"
3166,"nao","Vochysiaceae","Vochysia assua","VU"
3167,"nao","Vochysiaceae","Vochysia dardanoi","EN"
3168,"nao","Vochysiaceae","Vochysia eximia","VU"
3169,"nao","Vochysiaceae","Vochysia expansa","VU"
3170,"nao","Vochysiaceae","Vochysia glazioviana","EN"
3171,"nao","Vochysiaceae","Vochysia gummifera","EN"
3172,"nao","Vochysiaceae","Vochysia mapuerae","VU"
3173,"nao","Vochysiaceae","Vochysia oblongifolia","EN"
3174,"sim","Vochysiaceae","Vochysia pygmaea","EN"
3175,"nao","Vochysiaceae","Vochysia rotundifolia","EN"
3176,"nao","Vochysiaceae","Vochysia rufescens","VU"
3177,"sim","Vochysiaceae","Vochysia santaluciae","EN"
3178,"nao","Vochysiaceae","Vochysia selloi","EN"
3179,"nao","Vochysiaceae","Vochysia spathulata","EN"
3180,"nao","Vochysiaceae","Vochysia talmonii","CR"
3181,"sim","Xyridaceae","Xyris aurea","EN"
3182,"sim","Xyridaceae","Xyris blepharophylla","EN"
3183,"sim","Xyridaceae","Xyris cipoensis","EN"
3184,"sim","Xyridaceae","Xyris coutensis","CR"
3185,"sim","Xyridaceae","Xyris dardanoi","CR"
3186,"sim","Xyridaceae","Xyris fibrosa","CR"
3187,"sim","Xyridaceae","Xyris fusca","EN"
3188,"sim","Xyridaceae","Xyris hatschbachii","CR"
3189,"sim","Xyridaceae","Xyris hystrix","CR"
3190,"sim","Xyridaceae","Xyris longifolia","EN"
3191,"sim","Xyridaceae","Xyris lucida","EN"
3192,"sim","Xyridaceae","Xyris morii","EN"
3193,"sim","Xyridaceae","Xyris neglecta","EN"
3194,"sim","Xyridaceae","Xyris nigricans","CR"
3195,"sim","Xyridaceae","Xyris obtusiuscula","EN"
3196,"nao","Xyridaceae","Xyris organensis","EN"
3197,"sim","Xyridaceae","Xyris phaeocephala","EN"
3198,"sim","Xyridaceae","Xyris platystachya","CR"
3199,"sim","Xyridaceae","Xyris reitzii","EN"
3200,"sim","Xyridaceae","Xyris retrorsifimbriata","CR"
3201,"sim","Xyridaceae","Xyris rigida","CR"
3202,"sim","Xyridaceae","Xyris sincorana","EN"
3203,"sim","Xyridaceae","Xyris sororia","CR"
3204,"sim","Xyridaceae","Xyris stenophylla","VU"
3205,"sim","Xyridaceae","Xyris tortilis","CR"
3206,"sim","Xyridaceae","Xyris uninervis","CR"
3207,"sim","Xyridaceae","Xyris vacillans","EN"
3208,"sim","Xyridaceae","Xyris wawrae","EN"
3209,"sim","Zingiberaceae","Renealmia brasiliensis","EN"
